player_name,age,player_height,draft_year,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,ovrdraftpick
Samuel Dalembert,22,210.82,2001,34,1.5,2.0,0.1,-4.5,0.153,0.285,0.172,0.44,0.047,2001,26
Terence Morris,23,205.74,2001,68,3.8,3.1,0.9,-11.0,0.076,0.14,0.142,0.423,0.096,2001,66
Steven Hunter,20,208.28,2001,53,3.6,1.8,0.1,-7.1,0.082,0.112,0.176,0.502,0.016,2001,15
Gilbert Arenas,20,190.5,2001,47,10.9,2.8,3.7,-6.5,0.036,0.083,0.197,0.562,0.241,2001,60
Gerald Wallace,19,200.66,2001,54,3.2,1.6,0.5,1.6,0.112,0.086,0.205,0.443,0.094,2001,25
Earl Watson,23,185.42,2001,64,3.6,1.3,2.0,3.8,0.041,0.067,0.139,0.507,0.196,2001,78
Eddy Curry,19,210.82,2001,72,6.7,3.8,0.3,-11.1,0.113,0.162,0.207,0.54,0.039,2001,4
Eddie Griffin,20,208.28,2001,73,8.8,5.7,0.7,-5.2,0.069,0.175,0.183,0.456,0.049,2001,7
Jamaal Tinsley,24,190.5,2001,80,9.4,3.7,8.1,0.7,0.036,0.099,0.202,0.446,0.409,2001,27
Kwame Brown,20,210.82,2001,57,4.5,3.5,0.8,-4.6,0.089,0.198,0.184,0.45,0.09,2001,1
Kirk Haston,23,205.74,2001,15,1.7,1.3,0.3,-9.3,0.072,0.188,0.249,0.306,0.114,2001,16
Kenny Satterfield,21,185.42,2001,36,5.3,1.4,3.0,-5.0,0.032,0.084,0.218,0.431,0.335,2001,106
Loren Woods,24,215.9,2001,60,1.8,2.0,0.4,-4.1,0.098,0.168,0.139,0.449,0.063,2001,90
Kedrick Brown,21,200.66,2001,29,2.2,1.7,0.5,-0.2,0.046,0.168,0.159,0.4,0.102,2001,11
Jeff Trepagnier,22,193.04,2001,12,1.5,1.0,1.0,3.6,0.046,0.127,0.203,0.345,0.255,2001,70
Jason Richardson,21,198.12,2001,80,14.4,4.3,3.0,-6.0,0.049,0.089,0.213,0.487,0.149,2001,5
Jason Collins,23,213.36,2001,77,4.5,3.9,1.1,3.5,0.107,0.142,0.138,0.5,0.094,2001,18
Jarron Collins,23,210.82,2001,70,6.4,4.2,0.8,2.4,0.113,0.14,0.152,0.532,0.065,2001,104
Jamison Brewer,21,187.96,2001,13,0.3,0.6,0.7,3.8,0.044,0.15,0.083,0.4,0.321,2001,80
Joseph Forte,21,193.04,2001,8,0.8,0.8,0.8,-25.6,0.027,0.143,0.19,0.218,0.273,2001,21
Joe Johnson,21,200.66,2001,77,7.5,3.3,2.3,-0.4,0.042,0.106,0.162,0.478,0.151,2001,10
Jeryl Sasser,23,198.12,2001,7,1.4,1.0,0.3,-26.5,0.1,0.133,0.232,0.309,0.087,2001,22
Brandon Armstrong,22,195.58,2001,35,1.8,0.5,0.2,-8.9,0.051,0.034,0.226,0.358,0.079,2001,23
Brendan Haywood,22,213.36,2001,62,5.1,5.2,0.5,-1.3,0.126,0.159,0.126,0.54,0.038,2001,20
Brian Scalabrine,24,205.74,2001,28,2.1,1.8,0.8,2.4,0.047,0.171,0.153,0.408,0.113,2001,68
DeSagana Diop,20,213.36,2001,18,1.4,0.9,0.3,-1.4,0.057,0.118,0.182,0.401,0.069,2001,8
Damone Brown,23,203.2,2001,17,1.4,0.2,0.1,-10.1,0.037,0.042,0.229,0.469,0.051,2001,72
Alvin Jones,23,210.82,2001,23,1.1,1.6,0.1,-3.8,0.13,0.235,0.144,0.451,0.036,2001,112
Alton Ford,21,205.74,2001,53,3.1,2.0,0.1,-8.7,0.085,0.193,0.175,0.573,0.027,2001,100
Bobby Simmons,22,198.12,2001,30,3.7,1.7,0.6,0.5,0.087,0.095,0.166,0.518,0.085,2001,82
Antonis Fotsis,21,208.28,2001,28,3.9,2.2,0.4,-6.1,0.088,0.121,0.19,0.479,0.057,2001,94
Melvin Ely,25,208.28,2002,52,4.5,3.3,0.3,3.4,0.094,0.154,0.153,0.54,0.03,2002,12
Mike Dunleavy,22,205.74,2002,82,5.7,2.6,1.3,2.5,0.055,0.123,0.176,0.505,0.125,2002,3
Nene,20,210.82,2002,80,10.5,6.1,1.9,-7.0,0.108,0.156,0.191,0.545,0.119,2002,7
Nikoloz Tskitishvili,20,213.36,2002,81,3.9,2.2,1.1,-9.8,0.053,0.107,0.167,0.374,0.113,2002,5
Marcus Haislip,22,208.28,2002,39,4.1,1.4,0.2,-3.8,0.054,0.087,0.199,0.474,0.036,2002,13
Kareem Rush,22,198.12,2002,76,3.0,1.2,0.9,-3.5,0.033,0.088,0.162,0.447,0.119,2002,20
Juan Dixon,24,190.5,2002,42,6.4,1.7,1.0,-2.4,0.024,0.108,0.238,0.464,0.118,2002,17
Lonny Baxter,24,203.2,2002,55,4.8,3.0,0.3,-4.0,0.103,0.159,0.189,0.521,0.04,2002,86
Ryan Humphrey,23,203.2,2002,48,1.9,2.1,0.2,-5.6,0.08,0.164,0.159,0.339,0.043,2002,19
Rasual Butler,24,200.66,2002,72,7.5,2.6,1.3,-8.0,0.021,0.118,0.215,0.437,0.116,2002,104
Robert Archibald,23,210.82,2002,12,1.6,1.4,0.3,-7.2,0.088,0.162,0.225,0.34,0.071,2002,62
Roger Mason Jr.,22,195.58,2002,17,1.8,0.7,0.7,-6.2,0.02,0.093,0.148,0.471,0.164,2002,60
Qyntel Woods,22,203.2,2002,53,2.4,1.0,0.2,-8.6,0.051,0.146,0.208,0.505,0.064,2002,21
Vincent Yarbrough,22,200.66,2002,59,6.9,2.7,2.2,-7.6,0.029,0.115,0.174,0.446,0.16,2002,64
Yao Ming,22,226.06,2002,82,13.5,8.2,1.7,2.2,0.099,0.223,0.222,0.57,0.104,2002,1
Tamar Slay,23,203.2,2002,36,2.6,0.9,0.4,-0.8,0.033,0.101,0.213,0.428,0.086,2002,106
Tayshaun Prince,23,205.74,2002,42,3.3,1.1,0.6,-3.8,0.013,0.108,0.164,0.546,0.104,2002,23
Tito Maddox,22,193.04,2002,9,1.2,0.8,0.6,-5.3,0.031,0.162,0.237,0.354,0.217,2002,74
John Salmons,23,200.66,2002,64,2.1,0.9,0.7,2.5,0.039,0.102,0.145,0.502,0.153,2002,26
Chris Jefferies,23,203.2,2002,51,3.9,1.2,0.4,-7.4,0.025,0.081,0.176,0.463,0.057,2002,27
Casey Jacobsen,22,198.12,2002,72,5.1,1.2,1.0,4.3,0.028,0.054,0.166,0.493,0.101,2002,22
Caron Butler,23,200.66,2002,78,15.4,5.1,2.7,-7.6,0.053,0.11,0.229,0.502,0.14,2002,10
Carlos Boozer,21,205.74,2002,81,10.0,7.5,1.3,-11.9,0.108,0.231,0.17,0.577,0.09,2002,68
Chris Owens,24,200.66,2002,1,4.0,1.0,0.0,39.1,0.333,0.0,0.288,0.667,0.0,2002,94
Dan Gadzuric,25,210.82,2002,49,3.4,4.0,0.2,-2.3,0.099,0.198,0.119,0.498,0.018,2002,66
Dan Dickau,24,182.88,2002,50,3.7,0.9,1.7,-14.5,0.019,0.078,0.201,0.504,0.292,2002,28
Dajuan Wagner,20,190.5,2002,47,13.4,1.7,2.8,-9.5,0.016,0.051,0.238,0.466,0.169,2002,6
Chris Wilcox,20,208.28,2002,46,3.7,2.3,0.5,3.2,0.08,0.16,0.18,0.528,0.076,2002,8
Amar'e Stoudemire,20,208.28,2002,82,13.5,8.8,1.0,-0.8,0.109,0.206,0.214,0.53,0.05,2002,9
Bostjan Nachbar,22,205.74,2002,14,2.1,0.8,0.2,-12.2,0.042,0.108,0.232,0.41,0.079,2002,15
Jamal Sampson,20,210.82,2002,5,0.0,0.4,0.2,12.3,0.125,0.125,0.118,0.0,0.333,2002,92
Jared Jeffries,21,210.82,2002,20,4.0,2.9,0.8,6.6,0.11,0.131,0.156,0.521,0.091,2002,11
Jiri Welsch,23,200.66,2002,37,1.6,0.8,0.7,-0.4,0.056,0.067,0.192,0.348,0.171,2002,16
Jay Williams,21,187.96,2002,75,9.5,2.6,4.7,-9.8,0.016,0.093,0.209,0.472,0.297,2002,2
Drew Gooden,21,208.28,2002,70,12.5,6.5,1.2,-3.7,0.1,0.178,0.243,0.503,0.076,2002,4
Fred Jones,24,187.96,2002,19,1.2,0.5,0.3,-4.6,0.039,0.044,0.128,0.446,0.078,2002,14
Frank Williams,23,190.5,2002,21,1.3,0.9,1.6,-29.2,0.02,0.119,0.146,0.393,0.374,2002,25
Flip Murray,23,193.04,2002,14,1.9,0.3,0.4,-4.1,0.0,0.068,0.316,0.391,0.143,2002,82
Chris Kaman,22,213.36,2003,82,6.1,5.6,1.0,-7.5,0.08,0.202,0.16,0.502,0.078,2003,6
Chris Bosh,20,208.28,2003,75,11.5,7.4,1.0,-3.4,0.087,0.171,0.182,0.513,0.056,2003,4
Carmelo Anthony,20,203.2,2003,82,21.0,6.1,2.8,0.6,0.069,0.122,0.283,0.509,0.134,2003,3
Darko Milicic,19,213.36,2003,34,1.4,1.3,0.2,-12.6,0.08,0.212,0.271,0.318,0.095,2003,2
Dahntay Jones,23,198.12,2003,20,1.8,1.2,0.6,-11.2,0.052,0.122,0.21,0.311,0.138,2003,20
David West,23,205.74,2003,71,3.8,4.2,0.8,-5.1,0.135,0.242,0.151,0.519,0.12,2003,18
Boris Diaw,22,203.2,2003,76,4.5,4.5,2.4,-5.9,0.068,0.138,0.114,0.483,0.154,2003,21
Brandon Hunter,23,200.66,2003,36,3.5,3.3,0.5,-0.8,0.134,0.185,0.168,0.463,0.077,2003,112
Brian Cook,23,205.74,2003,35,4.4,2.9,0.6,-2.5,0.071,0.19,0.172,0.505,0.079,2003,24
Jarvis Hayes,22,200.66,2003,70,9.6,3.8,1.5,-7.2,0.037,0.108,0.186,0.456,0.092,2003,10
James Jones,23,203.2,2003,6,1.2,0.3,0.0,-10.0,0.0,0.095,0.194,0.354,0.0,2003,98
Jason Kapono,23,203.2,2003,41,3.5,1.3,0.3,-7.6,0.048,0.094,0.17,0.519,0.06,2003,62
Josh Howard,24,200.66,2003,67,8.6,5.5,1.4,8.2,0.101,0.157,0.181,0.485,0.085,2003,29
Jerome Beasley,24,205.74,2003,2,1.0,0.5,0.0,40.4,0.0,0.143,0.279,0.333,0.0,2003,66
Dwyane Wade,22,193.04,2003,61,16.2,4.0,4.5,1.9,0.046,0.088,0.246,0.53,0.241,2003,5
Keith Bogans,24,195.58,2003,73,6.8,4.3,1.3,-10.2,0.066,0.139,0.145,0.499,0.087,2003,86
Sasha Pavlovic,20,200.66,2003,79,4.8,2.0,0.8,-4.9,0.048,0.129,0.198,0.463,0.098,2003,19
Slavko Vranes,21,226.06,2003,1,0.0,0.0,0.0,-10.0,0.0,0.0,0.145,0.0,0.0,2003,78
Reece Gaines,23,198.12,2003,38,1.8,1.0,1.1,-3.0,0.025,0.104,0.15,0.356,0.185,2003,15
Steve Blake,24,190.5,2003,75,5.9,1.6,2.8,-4.4,0.014,0.083,0.182,0.509,0.26,2003,76
Willie Green,22,193.04,2003,53,6.9,1.2,1.0,-4.0,0.024,0.074,0.275,0.464,0.151,2003,82
Zarko Cabarkapa,23,210.82,2003,49,4.1,2.0,0.8,-11.7,0.052,0.146,0.213,0.461,0.12,2003,17
Zaza Pachulia,20,210.82,2003,59,3.3,2.9,0.2,-6.2,0.116,0.186,0.168,0.452,0.033,2003,84
Zoran Planinic,21,200.66,2003,49,3.1,1.1,1.4,-9.4,0.036,0.109,0.197,0.492,0.274,2003,22
Troy Bell,23,185.42,2003,6,1.8,0.7,0.7,8.0,0.097,0.03,0.293,0.285,0.182,2003,16
T.J. Ford,21,182.88,2003,55,7.1,3.2,6.5,-0.2,0.027,0.105,0.176,0.443,0.375,2003,8
Travis Hansen,26,198.12,2003,41,3.0,1.7,0.5,-0.9,0.068,0.09,0.139,0.433,0.059,2003,74
Travis Outlaw,19,205.74,2003,8,1.0,0.5,0.1,-61.0,0.111,0.154,0.246,0.457,0.143,2003,23
Luke Ridnour,23,187.96,2003,69,5.5,1.6,2.4,-7.1,0.036,0.081,0.193,0.496,0.266,2003,14
Luke Walton,24,203.2,2003,72,2.4,1.8,1.6,1.4,0.061,0.15,0.139,0.505,0.246,2003,64
Maciej Lampe,19,210.82,2003,21,4.6,2.1,0.4,-11.8,0.048,0.167,0.218,0.512,0.069,2003,60
Marcus Banks,22,187.96,2003,81,5.9,1.6,2.2,-2.8,0.026,0.085,0.206,0.48,0.226,2003,13
Kendrick Perkins,19,208.28,2003,10,2.2,1.4,0.3,21.3,0.156,0.29,0.281,0.58,0.115,2003,27
Kyle Korver,23,200.66,2003,74,4.5,1.5,0.5,-1.9,0.039,0.109,0.201,0.489,0.088,2003,102
LeBron James,19,203.2,2003,79,20.9,5.5,5.9,-2.6,0.035,0.117,0.28,0.488,0.268,2003,1
Leandro Barbosa,21,190.5,2003,70,7.9,1.8,2.4,-4.0,0.018,0.075,0.183,0.553,0.175,2003,28
Kirk Hinrich,23,190.5,2003,76,12.0,3.4,6.8,-4.6,0.017,0.089,0.183,0.51,0.32,2003,7
Ndudi Ebi,20,205.74,2003,17,0.8,0.2,0.2,-12.8,0.074,0.028,0.298,0.412,0.2,2003,26
Michael Sweetney,21,203.2,2003,42,4.3,3.7,0.3,3.2,0.169,0.212,0.184,0.544,0.049,2003,9
Mickael Pietrus,22,198.12,2003,53,5.3,2.2,0.5,6.4,0.069,0.105,0.184,0.528,0.06,2003,11
Mo Williams,21,185.42,2003,57,5.0,1.3,1.3,-6.6,0.035,0.08,0.224,0.433,0.196,2003,94
Matt Freije,23,208.28,2004,23,4.0,2.7,0.9,-9.9,0.042,0.132,0.159,0.356,0.079,2004,106
Mark Jones,30,198.12,2004,10,2.3,1.3,0.6,-0.4,0.05,0.067,0.133,0.325,0.075,2004,328
Pape Sow,23,208.28,2004,27,2.3,2.1,0.1,0.3,0.084,0.193,0.146,0.444,0.012,2004,94
Kris Humphries,20,205.74,2004,67,4.1,2.9,0.6,-12.2,0.093,0.184,0.201,0.419,0.095,2004,14
Kirk Snyder,22,198.12,2004,68,5.0,1.8,0.5,-10.9,0.069,0.104,0.221,0.456,0.073,2004,16
Kevin Martin,22,200.66,2004,45,2.9,1.3,0.5,3.0,0.071,0.071,0.161,0.464,0.071,2004,26
Luol Deng,20,203.2,2004,61,11.7,5.3,2.2,4.1,0.064,0.15,0.225,0.496,0.141,2004,7
Luke Jackson,23,200.66,2004,10,2.9,0.6,0.3,-23.0,0.039,0.111,0.308,0.489,0.167,2004,10
Luis Flores,24,187.96,2004,16,2.2,0.2,0.7,13.1,0.015,0.029,0.242,0.586,0.262,2004,110
Lionel Chalmers,24,182.88,2004,36,3.1,0.9,1.4,-3.9,0.012,0.074,0.181,0.409,0.211,2004,66
Pavel Podkolzin,20,226.06,2004,5,0.2,0.4,0.0,-12.2,0.0,0.333,0.209,0.568,0.0,2004,21
Peter John Ramos,20,220.98,2004,6,1.8,0.7,0.0,-12.7,0.048,0.25,0.29,0.506,0.0,2004,64
Tony Allen,23,193.04,2004,77,6.4,2.9,0.8,6.3,0.079,0.126,0.187,0.542,0.08,2004,25
Viktor Khryapa,22,205.74,2004,32,4.2,3.4,0.8,-10.0,0.06,0.171,0.15,0.474,0.08,2004,22
Trevor Ariza,20,203.2,2004,80,5.9,3.0,1.1,-1.2,0.077,0.129,0.178,0.503,0.101,2004,86
Robert Swift,19,213.36,2004,16,0.9,0.3,0.1,-27.8,0.015,0.078,0.13,0.501,0.051,2004,12
Rafael Araujo,24,210.82,2004,59,3.3,3.1,0.3,-1.7,0.089,0.202,0.154,0.492,0.032,2004,8
Shaun Livingston,19,200.66,2004,30,7.4,3.0,5.0,-2.0,0.034,0.095,0.175,0.461,0.287,2004,4
Sebastian Telfair,20,182.88,2004,68,6.8,1.5,3.3,-7.5,0.009,0.079,0.211,0.471,0.28,2004,13
Justin Reed,23,203.2,2004,23,1.8,0.7,0.4,8.0,0.089,0.087,0.163,0.576,0.128,2004,80
Sasha Vujacic,21,200.66,2004,35,2.9,1.8,1.5,-1.4,0.036,0.14,0.152,0.403,0.185,2004,27
Royal Ivey,23,190.5,2004,62,3.5,1.4,1.7,-4.1,0.026,0.099,0.156,0.484,0.197,2004,74
Chris Duhon,22,185.42,2004,82,5.9,2.6,4.9,1.8,0.012,0.1,0.131,0.471,0.28,2004,76
David Harrison,22,213.36,2004,43,6.1,3.1,0.3,-1.2,0.086,0.137,0.179,0.589,0.032,2004,29
Andris Biedrins,19,210.82,2004,30,3.6,3.9,0.4,6.1,0.134,0.197,0.124,0.57,0.047,2004,11
Andre Iguodala,21,198.12,2004,82,9.0,5.7,3.0,0.8,0.037,0.158,0.129,0.58,0.139,2004,9
Andre Emmett,22,195.58,2004,8,0.9,0.3,0.0,-16.0,0.0,0.083,0.175,0.427,0.0,2004,70
Al Jefferson,20,208.28,2004,71,6.7,4.4,0.3,-1.7,0.137,0.205,0.212,0.554,0.042,2004,15
Anderson Varejao,22,208.28,2004,54,4.9,4.8,0.5,4.9,0.139,0.211,0.142,0.534,0.05,2004,60
Bernard Robinson,24,198.12,2004,31,3.0,1.5,1.0,-10.7,0.046,0.12,0.153,0.503,0.169,2004,90
Beno Udrih,22,190.5,2004,80,5.9,1.0,1.9,7.8,0.016,0.068,0.205,0.549,0.233,2004,28
Ben Gordon,22,190.5,2004,82,15.1,2.6,2.0,4.0,0.031,0.086,0.3,0.526,0.165,2004,3
Antonio Burks,25,182.88,2004,24,3.0,0.5,1.2,-7.8,0.005,0.067,0.185,0.534,0.252,2004,72
Delonte West,21,193.04,2004,39,4.5,1.7,1.4,0.6,0.033,0.111,0.172,0.524,0.173,2004,24
Jameer Nelson,23,182.88,2004,79,8.7,2.4,3.0,-3.7,0.036,0.097,0.214,0.51,0.244,2004,20
Jackson Vroman,24,208.28,2004,46,4.6,3.8,0.9,-7.9,0.104,0.194,0.188,0.457,0.095,2004,62
JR Smith,19,198.12,2004,76,10.3,2.0,1.9,-13.0,0.023,0.075,0.229,0.478,0.142,2004,18
Josh Smith,19,205.74,2004,74,9.7,6.2,1.7,-8.9,0.08,0.178,0.182,0.506,0.1,2004,17
Josh Childress,22,203.2,2004,80,10.1,6.0,1.9,-10.5,0.091,0.146,0.158,0.543,0.1,2004,6
Dwight Howard,19,210.82,2004,82,12.0,10.0,0.9,-2.0,0.124,0.222,0.168,0.571,0.043,2004,1
Devin Harris,22,190.5,2004,76,5.7,1.3,2.2,-0.6,0.027,0.072,0.186,0.53,0.229,2004,5
Donta Smith,21,200.66,2004,38,3.3,1.4,1.0,-6.1,0.046,0.093,0.162,0.473,0.141,2004,68
Emeka Okafor,22,208.28,2004,73,15.1,10.9,0.9,-7.3,0.114,0.241,0.217,0.479,0.042,2004,2
Ha Ha,19,220.98,2004,19,1.4,0.9,0.1,-2.7,0.069,0.121,0.175,0.467,0.03,2004,92
Dorell Wright,19,200.66,2004,3,2.3,0.3,1.0,-7.1,0.0,0.038,0.237,0.306,0.176,2004,19
Travis Diener,24,185.42,2005,23,3.8,0.9,0.7,-13.7,0.017,0.086,0.149,0.614,0.126,2005,76
Ryan Gomes,23,200.66,2005,61,7.6,4.9,1.0,0.0,0.092,0.173,0.16,0.548,0.069,2005,100
Ronny Turiaf,23,208.28,2005,23,2.0,1.6,0.3,-0.9,0.079,0.203,0.142,0.537,0.078,2005,74
Salim Stoudamire,23,185.42,2005,61,9.7,1.9,1.2,-5.4,0.011,0.102,0.224,0.545,0.107,2005,62
Sean May,22,205.74,2005,23,8.2,4.7,1.0,-3.1,0.115,0.211,0.251,0.474,0.105,2005,13
Von Wafer,20,195.58,2005,16,1.3,0.5,0.3,-11.6,0.062,0.045,0.268,0.241,0.114,2005,78
Jason Maxiell,23,200.66,2005,26,2.3,1.1,0.1,-24.6,0.088,0.117,0.228,0.414,0.031,2005,26
Jarrett Jack,22,190.5,2005,79,6.7,2.0,2.8,-12.8,0.013,0.107,0.179,0.528,0.249,2005,22
Ike Diogu,22,203.2,2005,69,7.0,3.3,0.4,-3.7,0.101,0.156,0.208,0.596,0.051,2005,9
Wayne Simien,23,205.74,2005,43,3.4,2.0,0.2,-3.6,0.106,0.136,0.177,0.541,0.031,2005,29
Yaroslav Korolev,19,205.74,2005,24,1.1,0.5,0.4,-5.6,0.042,0.08,0.137,0.392,0.12,2005,12
Johan Petro,20,213.36,2005,68,5.2,4.4,0.2,-6.3,0.103,0.178,0.141,0.53,0.018,2005,25
Joey Graham,24,200.66,2005,80,6.7,3.1,0.8,-4.5,0.043,0.144,0.167,0.564,0.061,2005,16
Robert Whaley,24,208.28,2005,23,2.1,1.9,0.7,-12.6,0.087,0.145,0.158,0.411,0.138,2005,102
Lou Williams,19,185.42,2005,30,1.9,0.6,0.3,-6.5,0.025,0.134,0.234,0.485,0.12,2005,90
Linas Kleiza,21,203.2,2005,61,3.5,1.9,0.2,-2.2,0.083,0.173,0.189,0.51,0.047,2005,27
Lawrence Roberts,23,205.74,2005,33,1.5,1.5,0.2,1.1,0.166,0.148,0.154,0.471,0.048,2005,110
Luther Head,23,190.5,2005,80,8.8,3.3,2.7,-0.8,0.017,0.116,0.167,0.517,0.167,2005,24
Marvin Williams,20,205.74,2005,79,8.5,4.8,0.8,-2.0,0.073,0.161,0.166,0.523,0.052,2005,2
Martynas Andriuskevicius,20,218.44,2005,6,0.0,0.7,0.0,37.1,0.125,0.375,0.042,0.0,0.0,2005,88
Martell Webster,19,200.66,2005,61,6.6,2.1,0.6,-14.6,0.029,0.12,0.183,0.533,0.055,2005,6
Julius Hodge,22,200.66,2005,14,0.9,0.5,0.4,-0.9,0.167,0.054,0.334,0.393,0.333,2005,20
Raymond Felton,22,185.42,2005,80,11.9,3.3,5.6,-3.4,0.035,0.097,0.215,0.483,0.298,2005,5
Rashad McCants,21,193.04,2005,79,7.9,1.8,0.8,-3.6,0.026,0.095,0.232,0.539,0.088,2005,14
Orien Greene,24,193.04,2005,80,3.2,1.8,1.6,-4.3,0.036,0.106,0.145,0.449,0.178,2005,106
Nate Robinson,22,175.26,2005,72,9.3,2.3,2.0,-3.3,0.045,0.087,0.227,0.512,0.17,2005,21
Monta Ellis,20,190.5,2005,49,6.8,2.1,1.6,-0.1,0.027,0.106,0.196,0.486,0.152,2005,80
Brandon Bass,21,203.2,2005,29,2.3,2.3,0.1,-9.6,0.084,0.217,0.159,0.434,0.02,2005,66
Bracey Wright,21,190.5,2005,7,8.9,2.6,0.7,-4.3,0.025,0.12,0.228,0.534,0.072,2005,94
Charlie Villanueva,21,210.82,2005,81,13.0,6.4,1.1,-0.8,0.09,0.181,0.215,0.521,0.063,2005,7
Channing Frye,23,210.82,2005,65,12.3,5.8,0.8,-2.6,0.1,0.183,0.236,0.541,0.066,2005,8
CJ Miles,19,198.12,2005,23,3.4,1.7,0.7,-4.5,0.1,0.126,0.214,0.456,0.142,2005,68
Amir Johnson,19,205.74,2005,3,6.7,1.3,1.0,-24.1,0.1,0.026,0.17,0.85,0.125,2005,112
Alex Acker,23,195.58,2005,5,1.8,1.0,0.8,-44.4,0.034,0.138,0.228,0.281,0.19,2005,120
Andray Blatche,19,210.82,2005,29,2.2,1.3,0.3,-2.6,0.08,0.184,0.222,0.45,0.103,2005,98
Antoine Wright,22,200.66,2005,39,1.8,0.8,0.3,-6.4,0.026,0.073,0.148,0.386,0.057,2005,15
Hakim Warrick,23,205.74,2005,68,4.1,2.1,0.4,-5.0,0.069,0.164,0.221,0.499,0.08,2005,19
Andrew Bynum,18,213.36,2005,46,1.6,1.7,0.2,-4.0,0.11,0.154,0.152,0.394,0.044,2005,10
Andrew Bogut,21,213.36,2005,82,9.4,7.0,2.3,0.8,0.094,0.196,0.159,0.555,0.133,2005,1
Chris Taft,21,208.28,2005,17,2.8,2.1,0.1,4.2,0.142,0.156,0.134,0.578,0.024,2005,84
Chris Paul,21,182.88,2005,78,16.1,5.1,7.8,-3.9,0.025,0.147,0.22,0.546,0.378,2005,4
Gerald Green,20,203.2,2005,32,5.2,1.3,0.6,-3.6,0.036,0.096,0.219,0.541,0.093,2005,18
Francisco Garcia,24,200.66,2005,67,5.6,2.8,1.4,-0.8,0.035,0.126,0.158,0.51,0.118,2005,23
Dijon Thompson,23,200.66,2005,10,2.8,1.1,0.1,-8.7,0.093,0.156,0.272,0.541,0.042,2005,108
Danny Granger,23,205.74,2005,78,7.5,4.9,1.2,-1.4,0.087,0.16,0.166,0.54,0.092,2005,17
Daniel Ewing,23,190.5,2005,66,3.8,1.3,1.3,-1.2,0.028,0.072,0.16,0.458,0.145,2005,64
Deron Williams,22,190.5,2005,80,10.8,2.4,4.5,-2.9,0.018,0.083,0.201,0.5,0.274,2005,3
David Lee,23,205.74,2005,67,5.1,4.5,0.6,-4.0,0.118,0.208,0.134,0.609,0.062,2005,30
Cedric Simmons,21,205.74,2006,43,2.9,2.5,0.3,-9.2,0.091,0.133,0.144,0.43,0.037,2006,15
David Noel,23,198.12,2006,68,2.7,1.8,1.0,-8.2,0.059,0.123,0.136,0.47,0.122,2006,78
Daniel Gibson,21,187.96,2006,60,4.6,1.5,1.2,3.8,0.032,0.077,0.135,0.556,0.11,2006,84
Damir Markota,21,208.28,2006,30,1.7,1.0,0.2,-17.6,0.076,0.129,0.193,0.449,0.059,2006,118
Craig Smith,23,200.66,2006,82,7.4,5.1,0.6,-4.8,0.119,0.211,0.187,0.558,0.056,2006,72
Andrea Bargnani,21,213.36,2006,65,11.6,3.9,0.8,2.1,0.038,0.148,0.226,0.546,0.051,2006,1
Alexander Johnson,24,205.74,2006,59,4.4,3.1,0.3,-1.9,0.086,0.216,0.161,0.588,0.033,2006,90
Adam Morrison,22,203.2,2006,78,11.8,2.9,2.1,-7.0,0.026,0.092,0.22,0.45,0.121,2006,3
Brandon Roy,22,198.12,2006,57,16.8,4.4,4.0,-6.1,0.034,0.121,0.227,0.548,0.202,2006,6
Bobby Jones,23,200.66,2006,44,2.5,1.3,0.4,5.8,0.075,0.125,0.176,0.495,0.075,2006,74
Quincy Douby,23,190.5,2006,42,2.8,0.9,0.4,-6.2,0.032,0.08,0.178,0.449,0.071,2006,19
Paul Millsap,22,203.2,2006,82,6.8,5.2,0.8,4.9,0.152,0.208,0.178,0.571,0.068,2006,94
Paul Davis,22,210.82,2006,31,1.6,1.4,0.2,-3.7,0.116,0.146,0.161,0.452,0.08,2006,68
Patrick O'Bryant,21,213.36,2006,16,1.9,1.3,0.6,5.1,0.074,0.13,0.174,0.393,0.106,2006,9
Rajon Rondo,21,185.42,2006,78,6.4,3.7,3.8,-0.3,0.047,0.147,0.164,0.472,0.26,2006,21
Randy Foye,23,193.04,2006,82,10.1,2.7,2.8,-5.1,0.031,0.108,0.228,0.536,0.216,2006,7
Rodney Carney,23,200.66,2006,67,6.6,1.9,0.4,-5.1,0.04,0.091,0.186,0.514,0.037,2006,16
Renaldo Balkman,22,203.2,2006,68,4.9,4.3,0.6,1.2,0.104,0.211,0.154,0.531,0.071,2006,20
PJ Tucker,22,195.58,2006,17,1.8,1.4,0.2,-20.5,0.122,0.194,0.169,0.533,0.061,2006,70
Maurice Ager,23,195.58,2006,32,2.2,0.7,0.2,-14.2,0.005,0.107,0.214,0.408,0.065,2006,28
Mouhamed Sene,21,210.82,2006,28,1.9,1.6,0.0,-16.5,0.096,0.215,0.19,0.429,0.0,2006,10
Thabo Sefolosha,23,200.66,2006,71,3.6,2.2,0.8,6.1,0.045,0.158,0.172,0.464,0.109,2006,13
Tyrus Thomas,20,205.74,2006,72,5.2,3.7,0.6,8.1,0.107,0.203,0.204,0.521,0.066,2006,4
Will Blalock,23,182.88,2006,14,1.8,1.1,1.2,-6.7,0.038,0.066,0.12,0.383,0.193,2006,120
