player_name,age,player_height,draft_year,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,ovrdraftpick
Travis Leslie,22,193.04,2011,10,1.4,0.9,0.5,-29.3,0.128,0.073,0.194,0.39,0.227,2011,94
Trey Thompkins,22,208.28,2011,24,2.4,1.0,0.1,-28.3,0.038,0.206,0.261,0.445,0.05,2011,74
Tristan Thompson,21,205.74,2011,60,8.2,6.5,0.5,-11.6,0.144,0.166,0.192,0.469,0.035,2011,4
Tyler Honeycutt,21,203.2,2011,15,1.3,0.9,0.5,-5.9,0.038,0.145,0.135,0.382,0.106,2011,70
Vernon Macklin,25,208.28,2011,23,2.0,1.5,0.2,-2.2,0.104,0.167,0.143,0.559,0.057,2011,104
Andrew Goudelock,23,190.5,2011,40,4.4,0.8,0.5,-4.2,0.014,0.068,0.228,0.488,0.085,2011,92
Alec Burks,20,198.12,2011,59,7.2,2.2,0.9,-2.3,0.067,0.091,0.218,0.506,0.1,2011,12
Brandon Knight,20,190.5,2011,66,12.8,3.2,3.8,-7.2,0.018,0.103,0.217,0.511,0.202,2011,8
Bismack Biyombo,19,205.74,2011,63,5.2,5.8,0.4,-17.5,0.087,0.201,0.13,0.48,0.032,2011,7
Tobias Harris,19,203.2,2011,42,5.0,2.4,0.5,-0.6,0.069,0.169,0.204,0.54,0.075,2011,19
Nikola Vucevic,21,213.36,2011,51,5.5,4.8,0.6,2.7,0.115,0.218,0.193,0.462,0.063,2011,16
Nolan Smith,23,187.96,2011,44,3.8,1.3,1.4,-15.5,0.033,0.089,0.192,0.434,0.196,2011,21
Norris Cole,23,187.96,2011,65,6.8,1.4,2.0,0.5,0.02,0.066,0.219,0.452,0.183,2011,28
Marcus Morris,22,205.74,2011,17,2.4,0.9,0.2,-10.1,0.042,0.092,0.223,0.348,0.042,2011,14
Markieff Morris,22,208.28,2011,63,7.4,4.4,1.0,-2.2,0.061,0.2,0.204,0.484,0.087,2011,13
Shelvin Mack,22,190.5,2011,64,3.6,1.4,2.0,-2.2,0.018,0.119,0.176,0.468,0.271,2011,68
Reggie Jackson,22,190.5,2011,45,3.1,1.2,1.6,3.0,0.036,0.085,0.198,0.408,0.243,2011,24
Tornike Shengelia,21,205.74,2012,19,1.6,1.2,0.2,2.7,0.1,0.184,0.188,0.499,0.05,2012,108
Tony Wroten,20,198.12,2012,35,2.6,0.8,1.2,-11.6,0.052,0.063,0.213,0.461,0.262,2012,25
Thomas Robinson,22,208.28,2012,70,4.8,4.5,0.7,-7.0,0.126,0.211,0.19,0.451,0.073,2012,5
Terrence Ross,22,198.12,2012,73,6.4,2.0,0.7,-3.3,0.032,0.106,0.195,0.491,0.073,2012,8
Terrence Jones,21,205.74,2012,19,5.5,3.4,0.8,-2.6,0.107,0.154,0.179,0.512,0.09,2012,18
Will Barton,22,195.58,2012,73,4.0,2.0,0.8,-13.4,0.045,0.147,0.203,0.437,0.113,2012,80
Tyshawn Taylor,23,190.5,2012,38,2.2,0.5,0.6,-12.1,0.011,0.089,0.262,0.43,0.181,2012,82
Tyler Zeller,23,213.36,2012,77,7.9,5.7,1.2,-8.0,0.086,0.162,0.159,0.486,0.075,2012,17
Draymond Green,23,200.66,2012,79,2.9,3.3,0.7,0.4,0.062,0.204,0.141,0.404,0.076,2012,70
Robert Sacre,24,213.36,2012,32,1.3,1.1,0.2,-12.3,0.048,0.136,0.134,0.407,0.045,2012,120
Quincy Miller,20,205.74,2012,7,1.3,0.3,0.4,-3.7,0.036,0.038,0.199,0.349,0.143,2012,76
Quincy Acy,22,200.66,2012,29,4.0,2.7,0.4,12.1,0.108,0.152,0.146,0.632,0.051,2012,74
Perry Jones III,21,210.82,2012,38,2.3,1.6,0.3,1.9,0.049,0.195,0.198,0.417,0.057,2012,28
Doron Lamb,21,193.04,2012,47,3.3,1.0,0.7,-8.9,0.016,0.075,0.156,0.433,0.085,2012,84
Andrew Nicholson,23,205.74,2012,75,7.8,3.4,0.6,-6.9,0.063,0.172,0.221,0.557,0.062,2012,19
Anthony Davis,20,208.28,2012,64,13.5,8.2,1.0,-5.5,0.106,0.236,0.215,0.559,0.06,2012,1
Arnett Moultrie,22,208.28,2012,47,3.7,3.1,0.2,-7.5,0.152,0.151,0.14,0.595,0.031,2012,27
Austin Rivers,20,193.04,2012,61,6.2,1.8,2.1,-6.8,0.013,0.078,0.172,0.431,0.142,2012,10
Bernard James,28,208.28,2012,46,2.8,2.8,0.1,-0.6,0.118,0.202,0.133,0.541,0.02,2012,66
Bradley Beal,20,195.58,2012,56,13.9,3.8,2.4,-3.1,0.027,0.107,0.22,0.515,0.136,2012,3
Dion Waiters,21,193.04,2012,61,14.7,2.4,3.0,-6.3,0.014,0.09,0.261,0.492,0.178,2012,4
Damian Lillard,22,190.5,2012,82,19.0,3.1,6.5,-2.1,0.015,0.079,0.241,0.546,0.28,2012,6
Darius Johnson-Odom,23,187.96,2012,4,0.0,1.0,0.3,-43.1,0.1,0.214,0.269,0.0,0.333,2012,110
Darius Miller,23,203.2,2012,52,2.3,1.5,0.8,-5.1,0.013,0.123,0.092,0.529,0.1,2012,92
Jeremy Lamb,21,195.58,2012,23,3.1,0.8,0.2,-13.7,0.035,0.098,0.252,0.479,0.063,2012,12
Jeffery Taylor,24,200.66,2012,77,6.1,1.9,0.8,-8.9,0.038,0.075,0.15,0.531,0.072,2012,62
Jared Sullinger,21,205.74,2012,45,6.0,5.9,0.8,3.7,0.125,0.225,0.149,0.534,0.062,2012,21
Jared Cunningham,22,193.04,2012,8,2.0,0.4,0.1,-12.5,0.045,0.087,0.295,0.538,0.111,2012,24
John Henson,22,210.82,2012,63,6.0,4.7,0.5,-2.5,0.14,0.238,0.221,0.497,0.063,2012,14
John Jenkins,22,193.04,2012,61,6.1,1.5,0.9,-7.9,0.021,0.096,0.183,0.576,0.105,2012,23
Festus Ezeli,23,210.82,2012,78,2.4,4.0,0.3,-0.8,0.146,0.166,0.108,0.467,0.028,2012,30
Fab Melo,23,213.36,2012,6,1.2,0.5,0.0,-9.1,0.0,0.077,0.115,0.451,0.0,2012,22
Evan Fournier,20,198.12,2012,38,5.3,0.9,1.2,7.7,0.016,0.066,0.204,0.597,0.153,2012,20
Jae Crowder,22,198.12,2012,78,5.0,2.4,1.2,0.7,0.029,0.128,0.151,0.491,0.103,2012,68
Harrison Barnes,21,203.2,2012,81,9.2,4.1,1.2,2.0,0.029,0.144,0.176,0.526,0.072,2012,7
Meyers Leonard,21,215.9,2012,69,5.5,3.7,0.5,-8.1,0.08,0.175,0.141,0.596,0.045,2012,11
Maurice Harkless,20,203.2,2012,76,8.2,4.4,0.7,-11.9,0.068,0.121,0.159,0.504,0.04,2012,15
Marquis Teague,20,187.96,2012,48,2.1,0.9,1.3,-2.7,0.009,0.126,0.187,0.412,0.275,2012,29
Michael Kidd-Gilchrist,19,200.66,2012,78,9.0,5.8,1.5,-8.2,0.072,0.188,0.179,0.506,0.096,2012,2
Orlando Johnson,24,195.58,2012,51,4.0,2.2,0.9,1.6,0.038,0.16,0.168,0.523,0.135,2012,72
Miles Plumlee,24,210.82,2012,14,0.9,1.6,0.1,-8.4,0.179,0.159,0.188,0.286,0.061,2012,26
Mike Scott,24,203.2,2012,40,4.6,2.8,0.3,-6.7,0.116,0.208,0.231,0.533,0.058,2012,86
Kim English,24,198.12,2012,41,2.9,0.9,0.6,-8.1,0.022,0.086,0.158,0.477,0.097,2012,88
Khris Middleton,21,200.66,2012,27,6.1,1.9,1.0,2.2,0.01,0.124,0.159,0.532,0.085,2012,78
Kevin Murphy,23,198.12,2012,17,0.9,0.2,0.1,-40.9,0.0,0.103,0.26,0.268,0.083,2012,94
Kendall Marshall,21,193.04,2012,48,3.0,0.9,3.0,-13.3,0.006,0.062,0.136,0.455,0.306,2012,13
Kyle O'Quinn,23,208.28,2012,57,4.1,3.7,0.9,-5.4,0.113,0.236,0.178,0.535,0.122,2012,98
Kris Joseph,24,200.66,2012,10,0.9,0.7,0.1,-3.3,0.02,0.136,0.166,0.257,0.028,2012,102
Andre Drummond,19,208.28,2012,60,7.9,7.6,0.5,-1.5,0.153,0.266,0.17,0.578,0.04,2012,9
Isaiah Canaan,23,182.88,2013,22,4.6,1.1,1.0,-4.8,0.03,0.07,0.206,0.506,0.144,2013,68
Gorgui Dieng,24,210.82,2013,60,4.8,5.0,0.7,-3.8,0.134,0.261,0.17,0.534,0.076,2013,21
Glen Rice,23,198.12,2013,11,2.9,1.8,0.6,-2.6,0.036,0.17,0.19,0.399,0.101,2013,70
Erik Murphy,23,208.28,2013,24,0.3,0.3,0.1,-40.0,0.029,0.111,0.114,0.231,0.065,2013,98
Jamaal Franklin,22,195.58,2013,21,1.9,1.1,0.3,4.8,0.029,0.138,0.142,0.489,0.053,2013,82
Giannis Antetokounmpo,19,205.74,2013,77,6.8,4.4,1.9,-4.4,0.047,0.16,0.15,0.518,0.12,2013,15
Jeff Withey,24,213.36,2013,58,3.3,2.6,0.4,2.1,0.085,0.167,0.121,0.59,0.057,2013,78
CJ McCollum,22,193.04,2013,38,5.3,1.3,0.7,-4.0,0.016,0.094,0.205,0.521,0.089,2013,10
Carrick Felix,23,198.12,2013,7,2.7,0.9,0.6,4.7,0.037,0.135,0.221,0.603,0.143,2013,66
Andre Roberson,22,200.66,2013,40,1.9,2.4,0.4,6.7,0.112,0.155,0.103,0.518,0.051,2013,26
Anthony Bennett,21,203.2,2013,52,4.2,3.0,0.3,-6.1,0.077,0.186,0.198,0.425,0.043,2013,1
Archie Goodwin,19,195.58,2013,52,3.7,1.7,0.4,-7.6,0.051,0.121,0.192,0.507,0.061,2013,29
Ben McLemore,21,195.58,2013,82,8.8,2.9,1.0,-5.7,0.027,0.097,0.168,0.485,0.058,2013,7
Dennis Schroder,20,185.42,2013,49,3.7,1.2,1.9,-16.2,0.009,0.105,0.196,0.442,0.247,2013,17
Cody Zeller,21,213.36,2013,82,6.0,4.3,1.1,-2.2,0.093,0.185,0.182,0.498,0.106,2013,4
Rudy Gobert,22,215.9,2013,45,2.3,3.4,0.2,-3.4,0.13,0.262,0.137,0.507,0.026,2013,27
Ryan Kelly,23,210.82,2013,59,8.0,3.7,1.6,-3.3,0.035,0.145,0.159,0.548,0.104,2013,96
Sergey Karasev,20,200.66,2013,22,1.7,0.7,0.3,-15.6,0.0,0.121,0.144,0.47,0.059,2013,19
Shabazz Muhammad,21,198.12,2013,37,3.9,1.4,0.2,-14.0,0.088,0.104,0.232,0.505,0.038,2013,14
Shane Larkin,21,180.34,2013,48,2.8,0.9,1.5,5.2,0.025,0.078,0.173,0.446,0.208,2013,18
Solomon Hill,23,200.66,2013,28,1.7,1.5,0.4,2.1,0.045,0.153,0.114,0.545,0.078,2013,23
Ray McCallum,23,190.5,2013,45,6.2,1.8,2.7,-6.0,0.022,0.079,0.179,0.439,0.216,2013,72
Reggie Bullock,23,200.66,2013,43,2.7,1.3,0.3,-0.8,0.03,0.113,0.154,0.46,0.049,2013,25
Ricky Ledo,21,200.66,2013,11,1.7,0.2,0.2,13.8,0.0,0.061,0.293,0.506,0.1,2013,86
Victor Oladipo,22,193.04,2013,80,13.8,4.1,4.1,-4.9,0.02,0.129,0.243,0.514,0.225,2013,2
Trey Burke,21,185.42,2013,70,12.8,3.0,5.7,-6.4,0.018,0.09,0.219,0.473,0.28,2013,9
Steven Adams,20,213.36,2013,81,3.3,4.1,0.5,3.8,0.142,0.178,0.116,0.541,0.05,2013,12
Tim Hardaway Jr.,22,198.12,2013,81,10.2,1.5,0.8,-5.9,0.012,0.066,0.192,0.554,0.059,2013,24
Tony Mitchell,22,203.2,2013,21,1.0,1.2,0.1,2.6,0.174,0.177,0.132,0.54,0.04,2013,74
Tony Snell,22,200.66,2013,77,4.5,1.6,0.9,-4.2,0.018,0.095,0.151,0.489,0.095,2013,20
Peyton Siva,23,182.88,2013,24,2.3,0.6,1.4,-6.3,0.009,0.065,0.165,0.425,0.258,2013,112
Lorenzo Brown,23,195.58,2013,26,2.5,1.1,1.6,-3.1,0.036,0.099,0.199,0.349,0.281,2013,104
Kelly Olynyk,23,213.36,2013,70,8.7,5.2,1.6,-2.3,0.112,0.187,0.205,0.546,0.123,2013,13
Kentavious Caldwell-Pope,21,195.58,2013,80,5.9,2.0,0.7,-1.4,0.024,0.086,0.138,0.483,0.05,2013,8
Nemanja Nedovic,23,190.5,2013,24,1.1,0.6,0.5,-19.8,0.023,0.09,0.17,0.306,0.16,2013,30
Otto Porter Jr.,21,203.2,2013,37,2.1,1.5,0.3,-4.8,0.076,0.145,0.152,0.405,0.051,2013,3
Nate Wolters,23,193.04,2013,58,7.2,2.6,3.2,-1.8,0.028,0.102,0.167,0.486,0.227,2013,76
Mason Plumlee,24,210.82,2013,70,7.4,4.4,0.9,-1.3,0.094,0.199,0.172,0.67,0.082,2013,22
Michael Carter-Williams,22,198.12,2013,70,16.7,6.2,6.3,-9.1,0.043,0.158,0.256,0.48,0.292,2013,11
Mike Muscala,22,210.82,2013,20,3.8,2.6,0.4,-20.3,0.089,0.206,0.192,0.48,0.058,2013,88
Alex Len,21,215.9,2013,42,2.0,2.4,0.1,-5.7,0.118,0.194,0.14,0.469,0.017,2013,5
Allen Crabbe,22,198.12,2013,15,2.2,0.6,0.4,1.9,0.011,0.087,0.163,0.475,0.088,2013,62
PJ Hairston,22,198.12,2014,45,5.6,2.0,0.5,-8.0,0.032,0.117,0.196,0.446,0.051,2014,26
Noah Vonleh,19,208.28,2014,25,3.3,3.4,0.2,-13.2,0.105,0.26,0.17,0.475,0.029,2014,9
Russ Smith,24,182.88,2014,12,2.5,0.5,0.7,10.4,0.015,0.078,0.251,0.488,0.216,2014,94
Rodney Hood,22,203.2,2014,50,8.7,2.3,1.7,3.3,0.01,0.115,0.196,0.529,0.136,2014,23
Nik Stauskas,21,198.12,2014,73,4.4,1.2,0.9,-7.0,0.011,0.075,0.141,0.492,0.092,2014,8
Nick Johnson,22,190.5,2014,28,2.6,1.4,0.4,-7.3,0.053,0.1,0.173,0.43,0.069,2014,84
Markel Brown,23,190.5,2014,47,4.6,2.3,0.8,-0.6,0.022,0.135,0.149,0.459,0.07,2014,88
Marcus Smart,21,193.04,2014,67,7.8,3.3,3.1,2.5,0.037,0.101,0.152,0.491,0.161,2014,6
Mitch McGary,23,208.28,2014,32,6.3,5.2,0.4,4.0,0.12,0.239,0.186,0.55,0.043,2014,21
Tyler Ennis,20,190.5,2014,33,3.7,1.1,2.2,-7.8,0.018,0.081,0.203,0.411,0.278,2014,18
Andrew Wiggins,20,203.2,2014,82,16.9,4.6,2.1,-10.1,0.05,0.096,0.226,0.517,0.097,2014,1
TJ Warren,21,203.2,2014,40,6.1,2.1,0.6,-7.4,0.068,0.082,0.177,0.551,0.069,2014,14
Spencer Dinwiddie,22,198.12,2014,34,4.3,1.4,3.1,-8.7,0.009,0.112,0.215,0.394,0.394,2014,76
Shabazz Napier,23,185.42,2014,51,5.1,2.2,2.5,-1.4,0.021,0.116,0.157,0.517,0.216,2014,24
Adreian Payne,24,208.28,2014,32,6.7,5.1,0.9,-16.9,0.073,0.186,0.176,0.443,0.067,2014,15
Aaron Gordon,19,205.74,2014,47,5.2,3.6,0.7,-5.6,0.064,0.171,0.156,0.517,0.064,2014,4
Zach LaVine,20,195.58,2014,77,10.1,2.8,3.6,-14.5,0.016,0.116,0.224,0.515,0.25,2014,13
Dwight Powell,23,210.82,2014,29,3.1,1.7,0.3,-4.4,0.08,0.161,0.167,0.552,0.058,2014,90
Elfrid Payton,21,193.04,2014,82,8.9,4.3,6.5,-3.4,0.047,0.111,0.182,0.456,0.314,2014,10
Doug McDermott,23,203.2,2014,36,3.0,1.2,0.2,-12.2,0.021,0.13,0.188,0.48,0.033,2014,11
Devyn Marble,22,198.12,2014,16,2.3,1.9,1.1,-1.8,0.024,0.142,0.124,0.362,0.102,2014,112
Glenn Robinson III,21,200.66,2014,35,2.1,1.1,0.3,3.1,0.063,0.106,0.146,0.471,0.064,2014,80
Gary Harris,20,193.04,2014,55,3.4,1.2,0.5,-12.8,0.029,0.068,0.162,0.395,0.061,2014,19
Cameron Bairstow,24,205.74,2014,18,0.6,0.4,0.1,-16.5,0.111,0.041,0.14,0.309,0.021,2014,98
CJ Wilcox,24,195.58,2014,21,2.0,0.3,0.4,-10.9,0.011,0.062,0.223,0.527,0.151,2014,28
Bruno Caboclo,19,205.74,2014,8,1.3,0.3,0.0,-60.3,0.048,0.05,0.315,0.417,0.0,2014,20
Dante Exum,19,198.12,2014,82,4.8,1.6,2.4,3.3,0.018,0.065,0.141,0.457,0.169,2014,5
Cory Jefferson,24,205.74,2014,50,3.7,2.9,0.3,6.8,0.101,0.2,0.174,0.48,0.047,2014,120
Clint Capela,21,208.28,2014,12,2.7,3.0,0.2,5.6,0.115,0.241,0.213,0.409,0.037,2014,25
Cleanthony Early,24,203.2,2014,39,5.4,2.5,0.9,-13.0,0.038,0.139,0.195,0.447,0.102,2014,68
Julius Randle,20,205.74,2014,1,2.0,0.0,0.0,-74.1,0.0,0.0,0.17,0.258,0.0,2014,7
Jordan Clarkson,23,195.58,2014,59,11.9,3.2,3.5,-8.6,0.04,0.109,0.234,0.528,0.243,2014,92
Jordan Adams,20,195.58,2014,30,3.1,0.9,0.5,1.3,0.039,0.084,0.195,0.489,0.101,2014,22
Johnny O'Bryant III,22,205.74,2014,34,2.9,1.9,0.5,-13.9,0.078,0.122,0.194,0.379,0.076,2014,72
Joe Harris,23,198.12,2014,51,2.7,0.8,0.5,-12.1,0.016,0.083,0.142,0.537,0.083,2014,66
KJ McDaniels,22,198.12,2014,62,7.9,3.2,1.2,-8.6,0.049,0.113,0.192,0.494,0.095,2014,64
Kyle Anderson,21,205.74,2014,33,2.2,2.2,0.8,-4.8,0.017,0.21,0.135,0.389,0.116,2014,30
Jusuf Nurkic,20,210.82,2014,62,6.9,6.2,0.8,-1.5,0.116,0.249,0.205,0.483,0.072,2014,16
Jabari Parker,20,203.2,2014,25,12.3,5.5,1.7,-5.2,0.078,0.142,0.204,0.527,0.095,2014,2
Jerami Grant,21,203.2,2014,65,6.3,3.0,1.2,-6.0,0.037,0.12,0.164,0.47,0.095,2014,78
Jarnell Stokes,21,205.74,2014,19,3.0,1.8,0.2,5.1,0.133,0.154,0.193,0.578,0.053,2014,70
James Young,19,198.12,2014,31,3.4,1.4,0.4,-2.9,0.027,0.11,0.153,0.457,0.059,2014,17
Frank Kaminsky,23,213.36,2015,81,7.5,4.1,1.2,-0.4,0.044,0.171,0.17,0.513,0.095,2015,9
Emmanuel Mudiay,20,195.58,2015,68,12.8,3.4,5.5,-3.7,0.017,0.107,0.253,0.437,0.281,2015,7
Jerian Grant,23,193.04,2015,76,5.6,1.9,2.3,-6.4,0.02,0.105,0.189,0.479,0.236,2015,19
Joe Young,24,187.96,2015,41,3.8,1.2,1.6,-5.1,0.017,0.123,0.24,0.428,0.261,2015,86
Jahlil Okafor,20,210.82,2015,53,17.5,7.0,1.2,-16.6,0.084,0.178,0.278,0.536,0.088,2015,3
Jarell Martin,22,208.28,2015,27,5.7,3.2,0.6,-5.8,0.1,0.15,0.182,0.534,0.065,2015,25
Bobby Portis,21,210.82,2015,62,7.0,5.4,0.8,-7.9,0.114,0.21,0.207,0.469,0.076,2015,22
Branden Dawson,23,198.12,2015,6,0.8,0.7,0.0,-24.6,0.111,0.067,0.092,0.46,0.0,2015,112
Anthony Brown,23,200.66,2015,29,4.0,2.4,0.7,-4.3,0.015,0.116,0.11,0.427,0.048,2015,68
D'Angelo Russell,20,195.58,2015,80,13.2,3.4,3.3,-13.0,0.021,0.113,0.241,0.507,0.213,2015,2
Darrun Hilliard,23,198.12,2015,38,4.0,1.2,0.7,-0.1,0.014,0.115,0.198,0.511,0.117,2015,76
Delon Wright,24,195.58,2015,27,3.8,1.4,1.1,5.2,0.04,0.136,0.226,0.54,0.226,2015,20
Devin Booker,19,198.12,2015,76,13.8,2.5,2.6,-9.6,0.014,0.083,0.231,0.535,0.162,2015,13
Cameron Payne,21,190.5,2015,57,5.0,1.5,1.9,-2.8,0.014,0.121,0.206,0.49,0.241,2015,14
Chris McCullough,21,210.82,2015,24,4.7,2.8,0.4,-16.1,0.074,0.145,0.16,0.47,0.038,2015,29
Jordan Mickey,21,203.2,2015,16,1.3,0.8,0.1,9.3,0.102,0.143,0.208,0.398,0.03,2015,66
Rondae Hollis-Jefferson,21,200.66,2015,29,5.8,5.3,1.5,-2.9,0.067,0.199,0.132,0.519,0.1,2015,23
Sam Dekker,22,205.74,2015,3,0.0,0.3,0.0,2.8,0.0,0.2,0.0,0.0,0.0,2015,18
Richaun Holmes,22,208.28,2015,51,5.6,2.6,0.6,-2.5,0.099,0.121,0.175,0.564,0.073,2015,74
Pat Connaughton,23,195.58,2015,34,1.1,0.9,0.3,-6.7,0.08,0.144,0.188,0.352,0.115,2015,82
Rakeem Christmas,24,205.74,2015,1,4.0,1.0,0.0,-85.4,0.25,0.0,0.154,1.0,0.0,2015,72
Rashad Vaughn,19,198.12,2015,70,3.1,1.3,0.6,-6.8,0.012,0.086,0.133,0.398,0.055,2015,17
RJ Hunter,22,195.58,2015,36,2.7,1.0,0.4,-3.5,0.006,0.131,0.155,0.48,0.068,2015,28
Trey Lyles,20,208.28,2015,80,6.1,3.7,0.7,-0.9,0.048,0.203,0.183,0.517,0.072,2015,12
Willie Cauley-Stein,22,213.36,2015,66,7.0,5.3,0.6,-2.7,0.105,0.166,0.133,0.588,0.038,2015,6
Tyus Jones,20,187.96,2015,37,4.2,1.3,2.9,-10.0,0.014,0.083,0.159,0.45,0.278,2015,24
Stanley Johnson,20,200.66,2015,73,8.1,4.2,1.6,-3.8,0.036,0.164,0.196,0.46,0.113,2015,8
Terry Rozier,22,187.96,2015,39,1.8,1.6,0.9,-6.6,0.071,0.134,0.176,0.326,0.199,2015,16
Kristaps Porzingis,20,220.98,2015,72,14.3,7.3,1.3,-0.2,0.071,0.206,0.245,0.518,0.076,2015,4
Larry Nance Jr.,23,205.74,2015,63,5.5,5.0,0.7,-5.2,0.086,0.184,0.126,0.544,0.055,2015,27
Josh Richardson,22,198.12,2015,52,6.6,2.1,1.4,3.1,0.023,0.085,0.137,0.569,0.098,2015,80
Justin Anderson,22,198.12,2015,55,3.8,2.4,0.5,2.2,0.029,0.188,0.155,0.522,0.071,2015,21
Justise Winslow,20,200.66,2015,78,6.4,5.2,1.5,3.9,0.042,0.158,0.124,0.489,0.077,2015,10
Karl-Anthony Towns,20,213.36,2015,82,18.3,10.5,2.0,-2.1,0.102,0.271,0.247,0.59,0.108,2015,1
Kelly Oubre Jr.,20,200.66,2015,63,3.7,2.1,0.2,-1.9,0.039,0.177,0.173,0.507,0.029,2015,15
Kevon Looney,20,205.74,2015,5,1.8,2.0,0.0,-41.8,0.16,0.375,0.154,0.643,0.0,2015,30
Montrezl Harrell,22,203.2,2015,39,3.6,1.7,0.4,5.0,0.076,0.108,0.144,0.635,0.067,2015,64
Myles Turner,20,210.82,2015,60,10.3,5.5,0.7,-1.3,0.054,0.207,0.211,0.531,0.05,2015,11
Norman Powell,23,193.04,2015,49,5.6,2.3,1.0,4.9,0.026,0.142,0.179,0.541,0.102,2015,92
Mario Hezonja,21,203.2,2015,79,6.1,2.2,1.4,-1.4,0.022,0.121,0.169,0.541,0.113,2015,5
Michael Gbinije,25,200.66,2016,9,0.4,0.3,0.2,-1.8,0.057,0.037,0.157,0.184,0.087,2016,98
Marquese Chriss,19,208.28,2016,82,9.2,4.2,0.7,-10.8,0.058,0.164,0.196,0.529,0.051,2016,8
Pascal Siakam,23,205.74,2016,55,4.2,3.4,0.3,0.0,0.083,0.168,0.131,0.523,0.028,2016,27
Malik Beasley,20,195.58,2016,22,3.8,0.8,0.5,15.0,0.036,0.072,0.222,0.536,0.098,2016,19
Kay Felder,22,175.26,2016,42,4.0,1.0,1.4,-5.5,0.009,0.103,0.251,0.462,0.261,2016,108
Juancho Hernangomez,21,205.74,2016,62,4.9,3.0,0.5,-3.6,0.055,0.189,0.144,0.592,0.048,2016,15
Kris Dunn,23,193.04,2016,78,3.8,2.1,2.4,-2.8,0.021,0.131,0.142,0.432,0.2,2016,5
Malcolm Brogdon,24,195.58,2016,75,10.2,2.8,4.2,2.7,0.028,0.097,0.186,0.555,0.239,2016,72
Malachi Richardson,21,198.12,2016,22,3.6,1.0,0.5,-4.2,0.018,0.106,0.196,0.517,0.092,2016,22
Patrick McCaw,21,200.66,2016,71,4.0,1.4,1.1,-0.7,0.021,0.078,0.119,0.54,0.099,2016,76
Timothe Luwawu-Cabarrot,22,198.12,2016,69,6.4,2.2,1.1,-2.5,0.023,0.112,0.177,0.536,0.093,2016,24
Thon Maker,20,215.9,2016,57,4.0,2.0,0.4,1.3,0.081,0.167,0.187,0.558,0.069,2016,10
Taurean Prince,23,203.2,2016,59,5.7,2.7,0.9,-0.8,0.027,0.143,0.171,0.513,0.091,2016,12
Wade Baldwin IV,21,193.04,2016,33,3.2,1.4,1.8,-16.9,0.029,0.097,0.191,0.404,0.262,2016,17
Tyler Ulis,21,177.8,2016,61,7.3,1.6,3.7,-6.5,0.018,0.073,0.202,0.474,0.297,2016,68
Paul Zipser,23,203.2,2016,44,5.5,2.8,0.8,1.6,0.019,0.138,0.145,0.503,0.062,2016,96
Skal Labissiere,21,210.82,2016,33,8.8,4.9,0.8,-2.9,0.095,0.194,0.212,0.577,0.071,2016,28
Stephen Zimmerman,20,213.36,2016,19,1.2,1.8,0.2,-18.1,0.093,0.273,0.149,0.346,0.056,2016,82
Damian Jones,22,213.36,2016,10,1.9,2.3,0.0,-14.9,0.113,0.222,0.138,0.466,0.0,2016,30
Chinanu Onuaku,20,208.28,2016,5,2.8,2.0,0.6,-41.4,0.049,0.17,0.108,0.799,0.086,2016,74
Cheick Diallo,20,205.74,2016,17,5.1,4.3,0.2,-9.4,0.115,0.286,0.203,0.51,0.031,2016,66
Caris LeVert,22,200.66,2016,57,8.2,3.3,1.9,-2.7,0.02,0.141,0.164,0.556,0.132,2016,20
Denzel Valentine,23,198.12,2016,57,5.1,2.6,1.1,-0.5,0.012,0.161,0.156,0.492,0.095,2016,14
Demetrius Jackson,22,185.42,2016,5,2.0,0.8,0.6,6.3,0.091,0.118,0.172,0.753,0.3,2016,90
Dejounte Murray,20,195.58,2016,38,3.4,1.1,1.3,2.9,0.023,0.117,0.241,0.503,0.236,2016,29
DeAndre' Bembry,22,198.12,2016,38,2.7,1.6,0.7,-3.4,0.042,0.138,0.15,0.481,0.123,2016,21
Buddy Hield,23,193.04,2016,82,10.6,3.3,1.5,-5.5,0.02,0.134,0.214,0.541,0.101,2016,6
AJ Hammons,24,213.36,2016,22,2.2,1.6,0.2,-0.6,0.049,0.199,0.167,0.472,0.038,2016,92
Brice Johnson,23,208.28,2016,3,1.3,1.0,0.3,44.9,0.143,0.222,0.385,0.286,0.167,2016,25
Brandon Ingram,19,205.74,2016,79,9.4,4.0,2.1,-8.0,0.028,0.128,0.169,0.474,0.105,2016,2
Ben Bentil,22,205.74,2016,3,0.0,0.7,0.0,-44.0,0.0,0.25,0.184,0.0,0.0,2016,102
Jaylen Brown,20,200.66,2016,78,6.6,2.8,0.8,-2.2,0.038,0.146,0.183,0.539,0.077,2016,3
Jamal Murray,20,193.04,2016,82,9.9,2.6,2.1,1.0,0.026,0.104,0.216,0.518,0.142,2016,7
Jakob Poeltl,21,213.36,2016,54,3.1,3.1,0.2,0.3,0.137,0.169,0.121,0.589,0.03,2016,9
Jake Layman,23,205.74,2016,35,2.2,0.7,0.3,-0.4,0.025,0.072,0.191,0.404,0.072,2016,94
Joel Bolomboy,23,205.74,2016,12,1.8,1.4,0.2,11.3,0.083,0.255,0.18,0.59,0.065,2016,104
