player_name,age,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,isallstar
Dorell Wright,20,20,2.9,1.6,0.4,-20.8,0.018,0.25,0.224,0.574,0.129,0
Donta Smith,22,23,1.7,0.6,0.4,3.6,0.031,0.11,0.124,0.589,0.102,0
Emeka Okafor,23,26,13.2,10.0,1.2,-4.0,0.118,0.228,0.216,0.464,0.06,0
Chris Paul,21,78,16.1,5.1,7.8,-3.9,0.025,0.147,0.22,0.546,0.378,1
Gerald Green,20,32,5.2,1.3,0.6,-3.6,0.036,0.096,0.219,0.541,0.093,0
Francisco Garcia,24,67,5.6,2.8,1.4,-0.8,0.035,0.126,0.158,0.51,0.118,0
Dijon Thompson,23,10,2.8,1.1,0.1,-8.7,0.093,0.156,0.272,0.541,0.042,0
Danny Granger,23,78,7.5,4.9,1.2,-1.4,0.087,0.16,0.166,0.54,0.092,1
Daniel Ewing,23,66,3.8,1.3,1.3,-1.2,0.028,0.072,0.16,0.458,0.145,0
Deron Williams,22,80,10.8,2.4,4.5,-2.9,0.018,0.083,0.201,0.5,0.274,1
Devin Harris,23,56,9.9,2.2,3.2,6.4,0.025,0.09,0.216,0.544,0.247,1
Delonte West,22,71,11.8,4.1,4.6,1.3,0.029,0.113,0.163,0.574,0.213,0
David Harrison,23,67,5.7,3.8,0.2,-2.0,0.094,0.186,0.203,0.519,0.026,0
David Lee,23,67,5.1,4.5,0.6,-4.0,0.118,0.208,0.134,0.609,0.062,1
Charlie Villanueva,22,39,11.8,5.8,0.9,-0.8,0.074,0.197,0.217,0.547,0.058,0
Chris Paul,22,64,17.3,4.4,8.9,-1.6,0.026,0.117,0.227,0.537,0.397,1
Channing Frye,24,72,9.5,5.5,0.9,-5.0,0.058,0.189,0.202,0.464,0.063,0
Cedric Simmons,21,43,2.9,2.5,0.3,-9.2,0.091,0.133,0.144,0.43,0.037,0
CJ Miles,20,37,2.7,0.9,0.7,-9.4,0.031,0.075,0.181,0.4,0.097,0
David Noel,23,68,2.7,1.8,1.0,-8.2,0.059,0.123,0.136,0.47,0.122,0
David Lee,24,58,10.7,10.4,1.8,2.6,0.136,0.266,0.145,0.652,0.095,1
Danny Granger,24,82,13.9,4.6,1.4,-3.2,0.047,0.114,0.182,0.573,0.07,1
Daniel Gibson,21,60,4.6,1.5,1.2,3.8,0.032,0.077,0.135,0.556,0.11,0
Damir Markota,21,30,1.7,1.0,0.2,-17.6,0.076,0.129,0.193,0.449,0.059,0
Craig Smith,23,82,7.4,5.1,0.6,-4.8,0.119,0.211,0.187,0.558,0.056,0
Daniel Ewing,24,61,2.9,1.2,1.5,4.3,0.016,0.105,0.156,0.495,0.215,0
Andrea Bargnani,21,65,11.6,3.9,0.8,2.1,0.038,0.148,0.226,0.546,0.051,0
Andray Blatche,20,56,3.7,3.4,0.7,-6.6,0.122,0.197,0.172,0.471,0.094,0
Amir Johnson,20,8,5.9,4.6,0.4,-0.3,0.152,0.167,0.176,0.6,0.039,0
Alexander Johnson,24,59,4.4,3.1,0.3,-1.9,0.086,0.216,0.161,0.588,0.033,0
Adam Morrison,22,78,11.8,2.9,2.1,-7.0,0.026,0.092,0.22,0.45,0.121,0
Andrew Bogut,22,66,12.3,8.8,3.0,-3.7,0.088,0.221,0.173,0.566,0.138,0
Andrew Bynum,19,82,7.8,5.9,1.1,-2.4,0.092,0.212,0.166,0.593,0.085,1
Brandon Roy,22,57,16.8,4.4,4.0,-6.1,0.034,0.121,0.227,0.548,0.202,1
Brandon Bass,22,21,2.0,2.0,0.1,-9.6,0.085,0.25,0.17,0.411,0.03,0
Bracey Wright,22,19,3.5,1.1,0.8,11.8,0.043,0.099,0.172,0.493,0.114,0
Antoine Wright,23,63,4.5,2.8,0.9,-4.3,0.042,0.14,0.137,0.5,0.081,0
Bobby Jones,23,44,2.5,1.3,0.4,5.8,0.075,0.125,0.176,0.495,0.075,1
Johan Petro,21,81,6.2,4.1,0.6,-7.8,0.074,0.2,0.169,0.532,0.05,0
Quincy Douby,23,42,2.8,0.9,0.4,-6.2,0.032,0.08,0.178,0.449,0.071,0
Paul Millsap,22,82,6.8,5.2,0.8,4.9,0.152,0.208,0.178,0.571,0.068,1
Paul Davis,22,31,1.6,1.4,0.2,-3.7,0.116,0.146,0.161,0.452,0.08,0
Patrick O'Bryant,21,16,1.9,1.3,0.6,5.1,0.074,0.13,0.174,0.393,0.106,0
Rajon Rondo,21,78,6.4,3.7,3.8,-0.3,0.047,0.147,0.164,0.472,0.26,1
Randy Foye,23,82,10.1,2.7,2.8,-5.1,0.031,0.108,0.228,0.536,0.216,0
Rodney Carney,23,67,6.6,1.9,0.4,-5.1,0.04,0.091,0.186,0.514,0.037,0
Renaldo Balkman,22,68,4.9,4.3,0.6,1.2,0.104,0.211,0.154,0.531,0.071,0
Raymond Felton,23,78,14.0,3.4,7.0,-2.6,0.021,0.092,0.218,0.481,0.314,0
Rashad McCants,22,37,5.0,1.3,1.0,-0.3,0.03,0.073,0.204,0.454,0.111,0
PJ Tucker,22,17,1.8,1.4,0.2,-20.5,0.122,0.194,0.169,0.533,0.061,0
Maurice Ager,23,32,2.2,0.7,0.2,-14.2,0.005,0.107,0.214,0.408,0.065,0
Marvin Williams,21,64,13.1,5.3,1.9,-5.2,0.046,0.144,0.201,0.51,0.094,0
Martell Webster,20,82,7.0,2.9,0.6,-6.4,0.029,0.139,0.166,0.522,0.05,0
Mickael Gelabale,24,70,4.6,2.5,0.8,-2.8,0.056,0.11,0.128,0.535,0.07,0
Orien Greene,25,41,1.5,1.1,0.5,-8.2,0.053,0.152,0.179,0.432,0.15,0
Nate Robinson,23,64,10.1,2.4,1.4,-2.8,0.048,0.086,0.216,0.552,0.119,0
Mouhamed Sene,21,28,1.9,1.6,0.0,-16.5,0.096,0.215,0.19,0.429,0.0,0
Monta Ellis,21,77,16.5,3.2,4.1,1.3,0.026,0.077,0.225,0.545,0.185,0
Mile Ilic,23,5,0.0,0.2,0.0,-143.1,0.0,0.25,0.75,0.0,0.0,0
Travis Diener,25,26,3.8,0.7,1.3,0.6,0.013,0.061,0.16,0.566,0.21,0
Thabo Sefolosha,23,71,3.6,2.2,0.8,6.1,0.045,0.158,0.172,0.464,0.109,0
Tyrus Thomas,20,72,5.2,3.7,0.6,8.1,0.107,0.203,0.204,0.521,0.066,0
Uros Slokar,24,20,1.9,0.7,0.1,-28.7,0.092,0.13,0.237,0.599,0.036,0
Yaroslav Korolev,20,10,1.2,0.3,0.4,-24.4,0.02,0.083,0.218,0.322,0.19,0
Will Blalock,23,14,1.8,1.1,1.2,-6.7,0.038,0.066,0.12,0.383,0.193,0
Von Wafer,21,1,0.0,0.0,0.0,26.6,0.0,0.0,0.275,0.0,0.0,0
Wayne Simien,24,8,2.9,1.4,0.5,-14.3,0.057,0.091,0.146,0.441,0.082,0
Ronnie Brewer,22,56,4.6,1.3,0.4,-1.5,0.064,0.072,0.166,0.566,0.057,0
Sean May,23,35,11.9,6.7,1.9,-0.1,0.106,0.219,0.233,0.551,0.139,0
Salim Stoudamire,24,61,7.7,1.2,1.0,-6.3,0.007,0.079,0.221,0.518,0.112,0
Ryan Hollins,22,27,2.4,1.1,0.0,-24.4,0.066,0.147,0.172,0.597,0.01,0
Ryan Gomes,24,73,12.1,5.6,1.6,-8.0,0.064,0.154,0.188,0.534,0.092,0
Rudy Gay,20,78,10.8,4.5,1.3,-2.5,0.052,0.143,0.209,0.497,0.078,0
Ronny Turiaf,24,72,5.3,3.6,0.9,0.2,0.09,0.188,0.155,0.586,0.092,0
Sergio Rodriguez,21,67,3.7,1.4,3.3,-8.5,0.027,0.104,0.175,0.493,0.416,0
Shannon Brown,21,23,3.2,0.9,0.4,-14.0,0.034,0.09,0.218,0.455,0.091,0
Steve Novak,24,35,1.5,0.7,0.2,-8.7,0.022,0.136,0.134,0.501,0.055,0
Solomon Jones,22,58,3.3,2.3,0.2,-13.5,0.091,0.163,0.128,0.587,0.028,0
Shelden Williams,23,81,5.5,5.4,0.5,-8.0,0.102,0.241,0.159,0.518,0.051,0
Shawne Williams,21,46,3.9,1.8,0.5,-11.7,0.072,0.108,0.161,0.533,0.068,0
JJ Redick,23,42,6.0,1.2,0.9,-2.0,0.02,0.081,0.18,0.569,0.1,0
Ike Diogu,23,59,6.2,3.4,0.4,-2.6,0.111,0.186,0.231,0.559,0.061,0
Hilton Armstrong,22,56,3.1,2.7,0.2,-1.1,0.106,0.166,0.141,0.57,0.027,0
Hassan Adams,23,61,2.9,1.3,0.2,2.6,0.089,0.095,0.164,0.577,0.043,0
Hakim Warrick,24,82,12.7,5.1,0.9,-9.0,0.072,0.163,0.221,0.592,0.064,0
Jarrett Jack,23,79,12.0,2.6,5.3,-7.0,0.008,0.09,0.181,0.571,0.265,0
James White,24,6,8.3,3.3,0.8,-5.8,0.025,0.148,0.183,0.525,0.065,0
Gerald Green,21,81,10.4,2.6,1.0,-8.2,0.043,0.101,0.234,0.521,0.089,0
James Augustine,23,2,1.0,1.5,1.0,-18.6,0.25,0.286,0.202,0.333,0.333,0
Francisco Garcia,25,79,6.0,2.6,1.1,-0.3,0.043,0.125,0.158,0.551,0.101,0
Dijon Thompson,24,6,2.8,1.3,0.3,-3.2,0.081,0.161,0.19,0.482,0.071,0
Deron Williams,23,80,16.2,3.3,9.3,1.6,0.017,0.091,0.222,0.535,0.404,1
Ersan Ilyasova,20,66,6.1,2.9,0.7,-10.2,0.067,0.163,0.209,0.5,0.086,0
Jason Maxiell,24,67,5.0,2.8,0.2,4.6,0.111,0.114,0.186,0.518,0.025,0
Linas Kleiza,22,79,7.6,3.4,0.6,2.1,0.058,0.145,0.175,0.561,0.047,0
Leon Powe,23,63,4.2,3.4,0.2,-3.6,0.152,0.22,0.178,0.549,0.026,0
Lawrence Roberts,24,54,5.2,4.8,0.6,-2.8,0.118,0.204,0.139,0.533,0.048,0
LaMarcus Aldridge,21,63,9.0,5.0,0.4,-2.7,0.125,0.157,0.191,0.533,0.03,1
Kyle Lowry,21,10,5.6,3.1,3.2,18.0,0.079,0.143,0.161,0.556,0.269,1
Mardy Collins,22,52,4.5,2.0,1.6,-6.1,0.043,0.12,0.188,0.445,0.188,0
Marcus Williams,21,79,6.8,2.1,3.3,-0.3,0.026,0.117,0.25,0.474,0.346,0
Marcus Vinicius,23,13,1.7,0.8,0.4,-22.4,0.028,0.114,0.109,0.608,0.069,0
Luther Head,24,80,10.9,3.2,2.4,2.5,0.016,0.115,0.184,0.584,0.155,0
Lou Williams,20,61,4.3,1.1,1.8,2.7,0.029,0.093,0.197,0.521,0.264,0
Jordan Farmar,20,72,4.4,1.7,1.9,1.7,0.025,0.106,0.163,0.515,0.204,0
Joey Graham,25,79,6.4,3.1,0.6,2.7,0.05,0.173,0.173,0.564,0.053,0
Josh Boone,22,61,4.2,2.9,0.2,4.0,0.111,0.185,0.174,0.587,0.027,0
Julius Hodge,23,9,1.7,0.9,1.3,-2.3,0.031,0.09,0.114,0.545,0.293,0
Dee Brown,22,49,1.9,0.8,1.7,2.1,0.021,0.092,0.141,0.411,0.269,0
Gabe Pruitt,22,15,2.1,0.5,0.9,-4.5,0.012,0.09,0.212,0.401,0.245,0
Glen Davis,22,69,4.5,3.0,0.4,7.8,0.127,0.137,0.176,0.545,0.053,0
Guillermo Diaz,23,6,0.8,0.3,0.2,-3.4,0.111,0.0,0.153,0.403,0.071,0
Demetris Nichols,23,14,1.1,0.4,0.1,-23.3,0.0,0.116,0.275,0.326,0.045,0
Dominic McGuire,22,70,1.3,2.0,0.6,-13.4,0.086,0.144,0.108,0.397,0.096,0
Hilton Armstrong,23,65,2.7,2.5,0.4,-1.3,0.103,0.177,0.152,0.498,0.048,0
Yi Jianlian,20,66,8.6,5.2,0.8,-7.7,0.074,0.179,0.188,0.485,0.056,0
Wilson Chandler,21,35,7.3,3.6,0.9,-6.7,0.055,0.149,0.185,0.48,0.074,0
Tyrus Thomas,21,74,6.8,4.6,1.2,-1.3,0.086,0.212,0.198,0.486,0.11,0
JJ Redick,24,34,4.1,0.7,0.5,0.8,0.004,0.095,0.218,0.569,0.094,0
James Augustine,24,25,1.6,1.2,0.1,-1.2,0.12,0.111,0.126,0.533,0.023,0
Jared Dudley,22,73,5.8,3.9,1.1,-2.0,0.099,0.136,0.147,0.528,0.094,0
Arron Afflalo,22,75,3.7,1.8,0.7,7.7,0.044,0.121,0.149,0.494,0.086,0
Bobby Jones,24,46,3.9,2.0,0.6,-7.2,0.064,0.139,0.164,0.548,0.092,1
Aaron Gray,23,61,4.3,2.8,0.7,-1.0,0.127,0.188,0.221,0.529,0.113,0
Aaron Brooks,23,51,5.2,1.1,1.7,-0.5,0.026,0.085,0.224,0.535,0.249,0
Acie Law,23,56,4.2,1.0,2.0,-7.2,0.016,0.062,0.164,0.455,0.218,0
Al Horford,22,81,10.1,9.7,1.5,-2.4,0.113,0.247,0.162,0.539,0.078,1
Al Thornton,24,79,12.7,4.5,1.2,-9.2,0.052,0.141,0.242,0.504,0.084,0
Alando Tucker,24,6,3.7,1.3,0.0,-0.2,0.089,0.068,0.25,0.446,0.0,0
Alexander Johnson,25,43,4.2,2.2,0.3,-12.3,0.075,0.152,0.181,0.554,0.045,0
Andrea Bargnani,22,78,10.2,3.7,1.1,3.7,0.031,0.152,0.226,0.495,0.073,0
Brandan Wright,20,38,4.0,2.6,0.2,-2.7,0.101,0.172,0.161,0.583,0.035,0
Chris Richard,23,52,1.9,2.6,0.3,-3.1,0.104,0.172,0.098,0.496,0.046,0
Corey Brewer,22,79,5.8,3.7,1.4,-9.3,0.049,0.138,0.156,0.429,0.092,0
DJ Strawberry,23,33,2.2,0.8,0.9,-3.2,0.034,0.073,0.189,0.364,0.165,0
Daequan Cook,21,59,8.8,3.0,1.3,-11.7,0.016,0.134,0.197,0.48,0.095,0
Daniel Gibson,22,58,10.4,2.3,2.5,2.3,0.019,0.071,0.153,0.592,0.13,0
Craig Smith,24,77,9.4,4.6,0.8,-8.7,0.095,0.18,0.206,0.59,0.066,0
Brandon Roy,23,74,19.1,4.7,5.8,0.4,0.034,0.114,0.249,0.531,0.272,1
Carl Landry,24,42,8.1,4.9,0.5,6.5,0.157,0.184,0.187,0.641,0.05,0
Cedric Simmons,22,14,0.6,1.3,0.0,-20.2,0.07,0.141,0.121,0.217,0.0,0
Cheikh Samb,23,4,1.8,1.8,0.0,9.2,0.15,0.138,0.089,0.717,0.0,0
Leon Powe,24,56,7.9,4.1,0.3,7.6,0.144,0.19,0.224,0.629,0.036,0
LaMarcus Aldridge,22,76,17.8,7.6,1.6,-0.1,0.098,0.161,0.254,0.523,0.086,1
Kyrylo Fesenko,21,9,1.6,2.8,0.2,-2.9,0.212,0.186,0.15,0.394,0.048,0
Kyle Lowry,22,82,9.6,3.0,3.6,-5.2,0.022,0.113,0.184,0.531,0.224,1
Marco Belinelli,22,33,2.9,0.4,0.5,-10.1,0.011,0.05,0.184,0.49,0.099,0
Maurice Ager,24,26,2.0,0.5,0.3,-10.3,0.027,0.062,0.216,0.363,0.085,0
Mardy Collins,23,46,3.2,1.6,1.9,-11.5,0.032,0.099,0.174,0.378,0.221,0
Marcus Williams,21,11,0.9,1.1,0.3,-1.1,0.08,0.242,0.232,0.25,0.143,0
Marcus Williams,22,53,5.9,1.9,2.6,-11.2,0.019,0.124,0.212,0.499,0.285,0
Marcus Vinicius,24,13,2.2,0.6,0.2,0.4,0.019,0.104,0.178,0.564,0.047,0
Jordan Farmar,21,82,9.1,2.2,2.7,8.6,0.027,0.092,0.204,0.563,0.209,0
Joakim Noah,23,74,6.6,5.6,1.1,-0.4,0.124,0.182,0.155,0.539,0.087,1
Josh Boone,23,70,8.2,7.3,0.8,-4.4,0.121,0.199,0.151,0.543,0.05,0
Jermareo Davidson,23,38,3.2,1.6,0.3,-11.3,0.071,0.144,0.22,0.437,0.077,0
Jeff Green,21,80,10.5,4.7,1.5,-11.0,0.05,0.136,0.195,0.491,0.082,0
Javaris Crittenton,20,50,5.6,2.2,1.0,-2.5,0.043,0.131,0.216,0.499,0.121,0
Jason Smith,22,76,4.5,3.0,0.3,-0.5,0.081,0.164,0.159,0.491,0.028,0
Josh McRoberts,21,8,1.5,1.3,0.3,23.0,0.077,0.276,0.18,0.6,0.111,0
Kosta Perovic,23,7,1.4,1.9,0.1,2.7,0.15,0.189,0.148,0.396,0.045,0
Kevin Durant,19,80,20.3,4.4,2.4,-11.7,0.027,0.111,0.278,0.519,0.12,1
Julian Wright,21,57,3.9,2.1,0.7,3.6,0.061,0.156,0.166,0.581,0.1,0
Sergio Rodriguez,22,72,2.5,0.8,1.7,-9.4,0.024,0.083,0.201,0.423,0.35,0
Sean Williams,21,73,5.6,4.4,0.4,-7.0,0.105,0.192,0.153,0.563,0.037,0
Ryan Hollins,23,60,2.5,1.8,0.2,-2.2,0.118,0.121,0.13,0.565,0.04,0
Rudy Gay,21,81,20.1,6.2,2.0,-8.3,0.052,0.139,0.25,0.546,0.093,0
Ronnie Brewer,23,76,12.0,2.9,1.8,6.1,0.058,0.072,0.174,0.612,0.092,0
Rodney Stuckey,22,57,7.6,2.3,2.8,3.6,0.035,0.108,0.228,0.484,0.258,0
Rodney Carney,24,70,5.8,2.1,0.5,0.7,0.053,0.119,0.196,0.478,0.05,0
Shannon Brown,22,21,5.4,1.0,0.8,-19.6,0.027,0.077,0.309,0.411,0.16,0
Thaddeus Young,20,74,8.2,4.2,0.8,6.0,0.092,0.141,0.174,0.57,0.056,0
Thabo Sefolosha,24,69,6.7,3.7,1.9,-2.3,0.04,0.168,0.175,0.497,0.146,0
Taurean Green,21,17,1.6,0.6,0.6,5.4,0.0,0.141,0.23,0.446,0.208,0
Steve Novak,25,35,3.9,1.0,0.2,-5.0,0.017,0.135,0.193,0.651,0.043,0
Stephane Lasme,25,16,5.2,3.3,0.2,-6.4,0.1,0.099,0.166,0.488,0.02,0
Spencer Hawes,20,71,4.7,3.2,0.6,-4.4,0.087,0.205,0.191,0.486,0.076,0
Solomon Jones,23,35,1.0,1.2,0.0,-17.7,0.127,0.185,0.139,0.451,0.0,0
Shelden Williams,24,64,4.0,3.2,0.3,-2.3,0.102,0.204,0.168,0.494,0.041,0
Shawne Williams,22,65,6.7,2.7,0.9,-1.1,0.059,0.14,0.212,0.522,0.099,0
Oleksiy Pecherov,22,35,3.6,1.9,0.2,-13.4,0.077,0.171,0.227,0.451,0.038,0
Nick Young,23,75,7.5,1.5,0.8,-9.1,0.023,0.093,0.248,0.527,0.101,0
Nick Fazekas,23,26,4.1,3.4,0.4,2.3,0.14,0.221,0.182,0.584,0.074,0
Mouhamed Sene,22,13,2.3,1.2,0.1,-10.7,0.115,0.161,0.218,0.476,0.028,0
Morris Almond,23,9,1.4,0.2,0.3,-18.3,0.0,0.069,0.22,0.368,0.13,0
Mike Conley,20,53,9.4,2.6,4.2,-10.4,0.017,0.099,0.189,0.502,0.247,1
Patrick O'Bryant,22,24,1.5,1.2,0.2,-15.8,0.116,0.202,0.157,0.561,0.056,0
Paul Davis,23,22,2.5,2.1,0.5,-18.1,0.128,0.138,0.181,0.389,0.103,0
Renaldo Balkman,23,65,3.4,3.3,0.6,-4.6,0.096,0.162,0.126,0.492,0.066,0
Randy Foye,24,39,13.1,3.3,4.2,-6.9,0.012,0.11,0.206,0.52,0.202,0
Ramon Sessions,22,17,8.1,3.4,7.5,-6.5,0.02,0.134,0.166,0.507,0.407,0
Rajon Rondo,22,77,10.6,4.2,5.1,14.1,0.044,0.117,0.189,0.515,0.263,1
Quincy Douby,24,74,4.8,1.1,0.7,-6.9,0.022,0.09,0.211,0.495,0.105,0
Paul Millsap,23,82,8.1,5.6,1.0,5.6,0.118,0.206,0.18,0.548,0.074,1
Jerryd Bayless,20,53,4.3,1.1,1.5,-1.4,0.015,0.092,0.205,0.487,0.202,0
Joakim Noah,24,80,6.7,7.6,1.3,2.5,0.149,0.216,0.124,0.594,0.078,1
Joe Alexander,22,59,4.7,1.9,0.7,-3.1,0.068,0.125,0.201,0.494,0.094,0
Joe Crawford,23,2,4.5,2.0,0.5,16.8,0.043,0.12,0.216,0.414,0.091,0
Joey Dorsey,25,3,0.7,0.3,0.3,-28.4,0.0,0.25,0.168,0.5,0.5,0
Jermareo Davidson,24,14,3.0,2.4,0.1,-5.0,0.08,0.226,0.173,0.494,0.016,0
Jared Dudley,23,68,5.5,3.0,0.8,0.5,0.083,0.131,0.143,0.562,0.072,0
Jason Thompson,22,82,11.1,7.4,1.1,-6.9,0.118,0.188,0.191,0.54,0.066,0
Javaris Crittenton,21,63,5.0,2.6,2.4,-10.0,0.057,0.112,0.158,0.487,0.202,0
Jeff Green,22,78,16.5,6.7,2.0,-8.0,0.047,0.164,0.211,0.536,0.09,0
Josh McRoberts,22,33,2.4,2.2,0.5,-1.7,0.102,0.19,0.161,0.451,0.091,0
Kyle Weaver,23,56,5.3,2.3,1.8,-1.6,0.031,0.098,0.13,0.551,0.128,0
Kyrylo Fesenko,22,21,2.3,1.8,0.2,4.4,0.104,0.17,0.157,0.542,0.041,0
Luc Mbah a Moute,22,82,7.2,5.9,1.1,-0.6,0.102,0.176,0.144,0.516,0.064,0
Julian Wright,22,54,4.4,2.8,0.8,1.3,0.074,0.156,0.183,0.479,0.094,0
Kevin Love,20,81,11.1,9.1,1.0,-8.2,0.146,0.271,0.205,0.538,0.07,1
Kosta Koufos,20,48,4.7,2.9,0.4,-1.9,0.103,0.177,0.185,0.54,0.061,0
Kevin Durant,20,74,25.3,6.5,2.8,-9.5,0.03,0.166,0.282,0.577,0.135,1
Demetris Nichols,24,4,1.8,0.5,0.3,35.6,0.0,0.125,0.3,0.354,0.111,0
Derrick Rose,20,81,16.8,3.9,6.3,-2.5,0.037,0.085,0.225,0.516,0.283,1
Dominic McGuire,23,79,4.5,5.4,2.5,-9.4,0.063,0.185,0.101,0.483,0.137,0
Donte Greene,21,55,3.8,1.6,0.5,-11.9,0.028,0.107,0.176,0.416,0.067,0
DJ White,22,7,8.9,4.6,0.9,-0.2,0.093,0.204,0.204,0.556,0.07,0
Daequan Cook,22,75,9.1,2.5,0.9,-0.3,0.012,0.111,0.182,0.512,0.062,0
Danilo Gallinari,20,28,6.1,2.0,0.5,4.9,0.035,0.115,0.161,0.621,0.054,0
Darnell Jackson,23,51,1.9,1.7,0.2,-7.5,0.094,0.155,0.128,0.483,0.03,0
Darrell Arthur,21,76,5.6,4.6,0.6,-7.3,0.088,0.203,0.163,0.456,0.049,0
DeAndre Jordan,20,53,4.3,4.5,0.2,-15.9,0.107,0.256,0.14,0.585,0.025,1
Henry Walker,21,29,3.0,1.0,0.4,-11.0,0.045,0.125,0.182,0.646,0.107,0
Greg Oden,21,61,8.9,7.0,0.5,7.6,0.155,0.252,0.191,0.599,0.038,0
JJ Hickson,20,62,4.0,2.7,0.1,-5.1,0.097,0.177,0.185,0.548,0.023,0
JaVale McGee,21,75,6.5,3.9,0.3,-12.6,0.118,0.181,0.205,0.534,0.035,0
J.R. Giddens,24,6,0.7,0.5,0.0,15.4,0.4,0.2,0.311,0.667,0.0,0
Goran Dragic,23,55,4.5,1.9,2.0,0.2,0.053,0.118,0.194,0.487,0.222,1
Eric Gordon,20,78,16.1,2.6,2.8,-9.0,0.019,0.07,0.208,0.593,0.137,0
Gabe Pruitt,23,47,2.0,0.9,0.8,0.8,0.028,0.108,0.163,0.422,0.181,0
George Hill,23,77,5.7,2.1,1.8,2.2,0.028,0.12,0.195,0.502,0.183,0
Glen Davis,23,76,7.0,4.0,0.9,4.1,0.092,0.136,0.174,0.502,0.07,0
Sonny Weems,22,12,1.6,0.3,0.3,-34.0,0.0,0.073,0.272,0.333,0.12,0
Spencer Hawes,21,77,11.4,7.1,1.9,-11.3,0.076,0.211,0.204,0.509,0.111,0
Sean Williams,22,33,2.4,2.4,0.4,-3.3,0.112,0.151,0.137,0.465,0.054,0
Roy Hibbert,22,70,7.1,3.5,0.7,-2.6,0.12,0.137,0.232,0.51,0.077,1
Rudy Fernandez,24,78,10.4,2.7,2.0,5.0,0.029,0.099,0.184,0.588,0.133,0
Sean Singletary,23,37,2.4,0.9,0.8,-7.3,0.04,0.102,0.185,0.478,0.174,0
Ryan Anderson,21,66,7.4,4.7,0.8,-0.7,0.096,0.19,0.184,0.532,0.065,0
Russell Westbrook,20,82,15.3,4.9,5.3,-5.7,0.075,0.096,0.256,0.489,0.273,1
Rodney Stuckey,23,79,13.4,3.5,4.9,-2.4,0.032,0.099,0.231,0.508,0.26,0
Sun Sun,23,10,0.6,0.0,0.2,-82.9,0.0,0.0,0.187,0.273,0.118,0
Walter Sharpe,22,8,1.0,0.4,0.0,-12.3,0.0,0.12,0.292,0.337,0.0,0
Wilson Chandler,22,82,14.4,5.4,2.1,-4.2,0.035,0.147,0.205,0.515,0.098,0
Yi Jianlian,21,61,8.6,5.3,1.0,-3.9,0.055,0.222,0.207,0.474,0.07,0
Thaddeus Young,21,75,15.3,5.0,1.1,3.5,0.064,0.111,0.205,0.549,0.057,0
Robin Lopez,21,60,3.2,2.0,0.1,-2.9,0.099,0.123,0.139,0.566,0.019,0
Michael Beasley,20,81,13.9,5.4,1.0,-0.6,0.065,0.195,0.277,0.528,0.078,0
Mike Conley,21,82,10.9,3.4,4.3,-6.0,0.012,0.121,0.18,0.548,0.239,1
Mike Taylor,23,51,5.7,1.7,2.1,-7.1,0.033,0.097,0.226,0.477,0.231,0
Malik Hairston,22,15,3.3,1.9,0.9,-0.3,0.073,0.121,0.189,0.48,0.14,0
Marc Gasol,24,82,11.9,7.4,1.7,-7.1,0.098,0.207,0.185,0.59,0.096,1
Marco Belinelli,23,42,8.9,1.7,2.1,-4.6,0.012,0.075,0.191,0.547,0.146,0
Mario Chalmers,23,82,10.0,2.8,4.9,1.0,0.017,0.089,0.163,0.548,0.231,0
Marcus Williams,22,2,2.0,0.0,0.0,-52.3,0.0,0.0,0.24,1.0,0.0,0
Morris Almond,24,25,3.7,1.4,0.3,-7.3,0.042,0.111,0.193,0.498,0.054,0
Ramon Sessions,23,79,12.4,3.4,5.7,-0.7,0.033,0.116,0.22,0.525,0.346,0
Nathan Jawai,22,6,0.3,0.3,0.0,-28.3,0.04,0.059,0.127,0.25,0.0,0
Nick Young,24,82,10.9,1.8,1.2,-5.6,0.019,0.078,0.231,0.53,0.093,0
Nicolas Batum,20,79,5.4,2.8,0.9,10.0,0.072,0.121,0.141,0.555,0.073,0
O.J. Mayo,21,82,18.5,3.8,3.2,-6.7,0.022,0.101,0.244,0.539,0.151,0
D.J. Augustin,21,72,11.8,1.8,3.5,-1.3,0.011,0.076,0.208,0.587,0.237,0
Marreese Speights,21,79,7.7,3.7,0.4,-3.9,0.114,0.168,0.218,0.543,0.044,0
Brook Lopez,21,82,13.0,8.1,1.0,-2.6,0.105,0.212,0.201,0.568,0.06,1
Brandon Rush,23,75,8.1,3.1,0.9,-4.2,0.02,0.122,0.166,0.505,0.056,0
Brandan Wright,21,39,8.3,4.0,0.5,-3.5,0.098,0.144,0.193,0.57,0.047,0
Arron Afflalo,23,74,4.9,1.8,0.6,0.1,0.028,0.101,0.143,0.548,0.055,0
Carl Landry,25,69,9.2,5.0,0.6,0.5,0.103,0.177,0.18,0.634,0.048,0
Courtney Lee,23,77,8.4,2.3,1.2,8.2,0.011,0.09,0.156,0.556,0.074,0
Corey Brewer,23,15,6.2,3.3,1.7,0.8,0.07,0.124,0.163,0.473,0.125,0
Chris Douglas-Roberts,22,44,4.9,1.1,1.2,3.7,0.029,0.076,0.191,0.531,0.152,0
Anthony Randolph,19,63,7.9,5.8,0.8,-3.8,0.124,0.224,0.215,0.506,0.066,0
Aaron Brooks,24,80,11.2,2.0,3.0,4.2,0.021,0.071,0.231,0.521,0.201,0
