player_name,age,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,isallstar
Tim James,23,4,2.8,1.0,0.5,38.9,0.13,0.042,0.319,0.359,0.143,0
Steve Francis,23,77,18.0,5.3,6.6,-3.7,0.062,0.102,0.249,0.543,0.315,1
Jeff Foster,23,19,2.3,1.7,0.3,-6.3,0.15,0.247,0.167,0.632,0.088,0
William Avery,20,59,2.6,0.7,1.5,-11.2,0.017,0.081,0.22,0.391,0.289,0
Wally Szczerbiak,23,73,11.6,3.7,2.8,5.0,0.048,0.1,0.171,0.571,0.136,1
Vonteego Cummings,24,75,9.4,2.5,3.3,-7.6,0.032,0.082,0.204,0.484,0.232,0
Vladimir Stepania,24,30,2.5,1.6,0.1,-10.9,0.097,0.144,0.235,0.395,0.026,0
Vince Carter,23,82,25.7,5.8,3.9,3.6,0.052,0.12,0.299,0.543,0.195,1
Tyronn Lue,23,8,6.0,1.5,2.1,-10.3,0.014,0.078,0.149,0.564,0.185,0
Trajan Langdon,24,10,4.9,1.5,1.1,18.8,0.031,0.079,0.147,0.546,0.104,0
Shawn Marion,22,51,10.2,6.5,1.4,5.5,0.094,0.195,0.194,0.511,0.089,1
Ricky Davis,20,48,4.7,1.7,1.3,-6.7,0.058,0.104,0.193,0.542,0.176,0
Richard Hamilton,22,71,9.0,1.8,1.5,-3.9,0.031,0.079,0.243,0.482,0.131,1
Rasho Nesterovic,24,82,5.7,4.6,1.1,5.0,0.089,0.164,0.145,0.492,0.075,0
Rashard Lewis,20,82,8.2,4.1,0.9,1.6,0.086,0.146,0.192,0.543,0.071,1
Rafer Alston,23,27,2.2,0.9,2.6,-14.5,0.016,0.065,0.159,0.31,0.321,0
Raef LaFrentz,24,81,12.4,7.9,1.2,-2.4,0.075,0.211,0.195,0.512,0.065,0
Quincy Lewis,23,74,3.8,1.5,0.5,-5.7,0.059,0.087,0.187,0.441,0.08,0
Paul Pierce,22,73,19.5,5.4,3.0,3.5,0.035,0.142,0.247,0.55,0.142,1
Robert Traylor,23,44,3.6,2.6,0.5,-5.2,0.129,0.179,0.173,0.517,0.063,0
Rodney Buford,22,34,4.3,1.4,0.6,-3.5,0.031,0.117,0.202,0.457,0.094,0
Shammond Williams,25,43,5.2,1.2,1.8,-2.8,0.024,0.083,0.236,0.455,0.241,0
Sean Marks,24,5,1.6,0.4,0.0,-21.0,0.0,0.333,0.293,0.515,0.0,0
Scott Padgett,24,47,2.6,1.9,0.5,-3.8,0.068,0.169,0.184,0.395,0.092,0
Pat Garrity,23,82,8.2,2.6,0.7,-1.7,0.033,0.129,0.205,0.532,0.063,0
Sam Jacobson,24,52,4.9,1.4,0.6,-8.8,0.039,0.082,0.164,0.554,0.077,0
Ryan Stack,24,25,2.1,1.8,0.2,-8.3,0.079,0.175,0.17,0.413,0.041,0
Ryan Robertson,23,1,5.0,0.0,0.0,-33.4,0.0,0.0,0.119,0.388,0.0,0
Ryan Bowen,24,52,2.5,2.2,0.4,-1.5,0.126,0.076,0.11,0.467,0.052,0
Ruben Patterson,24,81,11.6,5.4,1.6,1.9,0.115,0.114,0.2,0.587,0.095,0
Roshown McLeod,24,44,7.2,3.1,1.2,-8.5,0.052,0.12,0.214,0.438,0.102,0
Jason Williams,24,81,12.3,2.8,7.3,0.4,0.008,0.077,0.199,0.477,0.297,0
Calvin Booth,24,11,3.8,2.9,0.6,-2.7,0.123,0.157,0.184,0.403,0.073,0
Cal Bowdler,23,46,2.7,1.8,0.3,-13.0,0.055,0.169,0.156,0.463,0.056,0
Bryce Drew,25,72,5.8,1.4,2.3,1.4,0.02,0.068,0.17,0.481,0.197,0
Bruno Sundov,20,14,1.9,0.9,0.1,-10.3,0.086,0.135,0.242,0.408,0.051,0
Brian Skinner,24,33,5.4,6.1,0.3,-6.9,0.093,0.2,0.115,0.55,0.024,0
Corey Maggette,20,77,8.4,3.9,0.8,-1.6,0.101,0.144,0.224,0.553,0.071,0
Corey Benjamin,22,48,7.7,1.8,1.1,-11.2,0.028,0.094,0.245,0.479,0.129,0
Bonzi Wells,23,66,8.8,2.8,1.5,6.2,0.089,0.102,0.252,0.54,0.153,0
Chris Herren,24,45,3.1,1.2,2.5,-5.5,0.023,0.075,0.136,0.498,0.297,0
Antawn Jamison,24,43,19.6,8.3,2.1,-8.3,0.108,0.131,0.257,0.496,0.102,1
Andre Miller,24,82,11.1,3.4,5.8,-1.6,0.046,0.105,0.222,0.517,0.386,0
Andrae Patterson,24,5,1.2,0.4,0.2,-9.8,0.053,0.083,0.099,0.75,0.063,0
Aleksandar Radojevic,23,3,2.3,2.7,0.3,-22.1,0.061,0.231,0.228,0.363,0.077,0
Al Harrington,20,50,6.6,3.2,0.8,6.0,0.066,0.151,0.201,0.524,0.073,0
A.J. Bramlett,23,8,1.0,2.8,0.0,-32.6,0.158,0.208,0.146,0.19,0.0,0
Cuttino Mobley,24,81,15.8,3.6,2.6,-1.6,0.028,0.099,0.24,0.545,0.148,0
Baron Davis,21,82,5.9,2.0,3.8,1.7,0.037,0.086,0.188,0.486,0.334,1
Jason Terry,22,81,8.1,2.0,4.3,-7.0,0.014,0.083,0.191,0.497,0.3,0
Felipe Lopez,25,65,4.5,1.9,0.7,-6.0,0.09,0.102,0.21,0.473,0.1,0
Evan Eschmeyer,25,31,2.9,3.5,0.7,-2.8,0.118,0.218,0.128,0.534,0.088,0
Greg Buckner,23,48,5.7,3.6,1.1,3.3,0.068,0.141,0.146,0.527,0.088,0
James Posey,23,81,8.2,3.9,1.8,-1.6,0.045,0.125,0.148,0.55,0.106,0
Jahidi White,24,80,7.1,6.9,0.2,-3.4,0.152,0.261,0.184,0.524,0.015,0
Elton Brand,21,81,20.1,10.0,1.9,-12.8,0.131,0.184,0.269,0.528,0.118,1
DeMarco Johnson,24,5,1.2,1.4,0.0,-0.3,0.097,0.105,0.154,0.333,0.0,0
Devean George,22,49,3.2,1.5,0.2,4.1,0.088,0.135,0.227,0.478,0.061,0
Dirk Nowitzki,22,82,17.5,6.5,2.5,0.5,0.038,0.156,0.212,0.564,0.107,1
Dion Glover,21,30,6.5,1.3,0.9,-13.9,0.037,0.059,0.224,0.483,0.108,0
Derrick Dial,24,8,5.0,3.3,0.6,10.3,0.156,0.15,0.256,0.415,0.089,0
Jeff Foster,24,71,3.5,5.5,0.5,4.1,0.144,0.236,0.121,0.492,0.047,0
Jason Hart,23,1,2.0,0.0,1.0,-7.3,0.0,0.0,0.126,1.0,0.25,0
Jason Collier,23,23,3.1,1.6,0.3,-12.5,0.059,0.16,0.194,0.435,0.05,0
Jerome Moiso,23,24,1.5,1.8,0.1,-2.2,0.091,0.273,0.187,0.422,0.043,0
James Posey,24,82,8.1,5.3,2.0,1.3,0.058,0.146,0.149,0.511,0.11,0
Jason Terry,23,82,19.7,3.3,4.9,-5.8,0.015,0.081,0.252,0.531,0.236,0
Jumaine Jones,22,65,4.7,2.9,0.5,-0.7,0.079,0.166,0.173,0.51,0.064,0
Jonathan Bender,20,59,3.3,1.3,0.5,-8.4,0.028,0.11,0.203,0.447,0.111,0
Joel Przybilla,21,33,0.8,2.2,0.1,-9.5,0.115,0.161,0.09,0.339,0.011,0
Jamal Crawford,21,61,4.6,1.5,2.3,-14.1,0.01,0.092,0.178,0.442,0.235,0
Hedo Turkoglu,22,74,5.3,2.8,0.9,5.7,0.044,0.129,0.156,0.509,0.088,0
Jamaal Magloire,23,74,4.6,4.0,0.4,3.2,0.111,0.195,0.164,0.506,0.042,1
Jake Voskuhl,23,16,1.9,2.1,0.3,-24.7,0.098,0.2,0.141,0.481,0.068,0
Jake Tsakalidis,22,57,4.5,4.2,0.3,-3.1,0.097,0.187,0.155,0.502,0.033,0
Jabari Smith,24,9,2.9,0.9,0.7,2.6,0.019,0.106,0.2,0.528,0.15,0
Hanno Mottola,24,73,4.4,2.4,0.3,-12.8,0.055,0.145,0.175,0.504,0.044,0
Metta World Peace,21,76,11.9,3.9,3.0,-8.4,0.029,0.124,0.217,0.483,0.171,1
Michael Redd,21,6,2.2,0.7,0.2,-13.3,0.073,0.038,0.283,0.3,0.056,1
Michael Ruffin,24,45,2.6,5.8,0.9,-7.0,0.134,0.225,0.091,0.48,0.07,0
Mateen Cleaves,23,78,5.4,1.7,2.7,-2.4,0.022,0.091,0.205,0.458,0.281,0
Mark Madsen,25,70,2.0,2.2,0.3,-5.1,0.127,0.137,0.108,0.53,0.06,0
Olumide Oyedeji,20,30,1.5,2.2,0.1,11.6,0.137,0.219,0.114,0.532,0.014,0
Obinna Ekezie,25,33,3.1,2.4,0.3,-11.1,0.133,0.201,0.193,0.484,0.06,0
Morris Peterson,23,80,9.3,3.2,1.3,2.5,0.068,0.094,0.202,0.507,0.093,0
Mike Smith,25,17,3.0,1.3,0.6,-8.5,0.061,0.084,0.177,0.386,0.093,0
Mike Miller,21,82,11.9,4.0,1.7,2.6,0.03,0.122,0.183,0.541,0.095,0
Lari Ketner,24,3,0.0,0.0,0.3,-19.7,0.0,0.0,0.155,0.0,0.2,0
Lamar Odom,21,76,17.2,7.8,5.2,-2.9,0.047,0.19,0.243,0.536,0.246,0
Laron Profit,23,35,4.3,1.8,2.5,-5.9,0.035,0.088,0.151,0.47,0.224,0
Khalid El-Amin,22,50,6.3,1.6,2.9,-10.7,0.023,0.08,0.193,0.458,0.288,0
Kenyon Martin,23,68,12.0,7.4,1.9,-6.4,0.066,0.191,0.2,0.472,0.103,1
Kenny Thomas,23,74,7.1,5.6,1.0,3.6,0.081,0.181,0.162,0.507,0.068,0
Keyon Dooling,21,76,5.9,1.2,2.3,-0.4,0.008,0.07,0.199,0.509,0.253,0
Marcus Fizer,22,72,9.5,4.3,1.1,-14.2,0.055,0.19,0.247,0.476,0.097,0
Mamadou N'diaye,26,3,1.3,0.7,0.0,-10.8,0.143,0.143,0.211,0.41,0.0,0
Lee Nailon,26,42,3.9,2.2,0.6,2.6,0.076,0.147,0.182,0.529,0.102,0
Lavor Postell,23,26,2.3,1.0,0.2,4.1,0.058,0.101,0.233,0.448,0.058,0
Evan Eschmeyer,26,74,3.4,4.9,0.5,1.2,0.115,0.195,0.101,0.512,0.044,0
Cal Bowdler,24,44,3.2,1.8,0.1,1.3,0.091,0.142,0.168,0.532,0.016,0
Brian Cardinal,24,15,2.1,1.5,0.2,-14.2,0.068,0.14,0.162,0.398,0.052,0
Chris Mihm,21,59,7.6,4.7,0.3,-3.8,0.106,0.167,0.203,0.5,0.024,0
Chris Herren,25,25,3.3,0.8,2.2,2.2,0.011,0.049,0.133,0.41,0.204,0
Calvin Booth,25,55,5.3,4.5,0.8,-7.0,0.091,0.196,0.163,0.512,0.074,0
Chris Porter,23,51,8.6,3.7,1.2,-13.4,0.071,0.103,0.204,0.434,0.088,0
Andre Miller,25,82,15.8,4.4,8.0,-1.3,0.039,0.105,0.23,0.541,0.389,0
A.J. Guyton,23,33,6.0,1.1,1.9,-12.4,0.018,0.053,0.169,0.495,0.198,0
Baron Davis,22,82,13.8,5.0,7.3,4.9,0.046,0.099,0.192,0.512,0.319,1
Donnell Harvey,20,18,1.2,1.1,0.1,-5.7,0.094,0.206,0.187,0.523,0.059,0
Devean George,23,59,3.1,1.9,0.3,-6.0,0.065,0.145,0.201,0.394,0.055,0
Desmond Mason,23,78,5.9,3.2,0.8,-2.0,0.055,0.138,0.157,0.483,0.066,0
Dion Glover,22,57,5.9,2.3,1.2,-3.8,0.047,0.106,0.2,0.461,0.123,0
Erick Barkley,23,8,2.4,0.4,0.8,-10.5,0.0,0.086,0.304,0.432,0.25,0
Eduardo Najera,24,40,3.3,2.4,0.7,-4.9,0.107,0.142,0.146,0.522,0.093,0
Eddie House,23,50,5.0,0.8,1.0,-0.6,0.01,0.078,0.256,0.478,0.192,0
Elton Brand,22,74,20.1,10.1,3.2,-8.8,0.113,0.196,0.262,0.523,0.164,1
DerMarr Johnson,21,78,5.1,2.3,0.8,-7.4,0.046,0.105,0.177,0.463,0.079,0
Dan Langhi,23,33,2.7,1.2,0.1,-11.3,0.057,0.126,0.222,0.403,0.031,0
Dalibor Bagaric,20,35,1.3,1.6,0.3,-15.3,0.091,0.158,0.174,0.304,0.065,0
Courtney Alexander,24,65,9.5,2.2,1.0,-10.1,0.036,0.085,0.232,0.484,0.083,0
Corey Maggette,21,69,10.0,4.2,1.2,-2.4,0.075,0.162,0.242,0.562,0.112,0
Dan McClintock,24,6,3.0,2.8,0.2,-24.2,0.149,0.171,0.158,0.446,0.025,0
DeShawn Stevenson,20,40,2.2,0.7,0.5,-3.0,0.037,0.073,0.202,0.413,0.105,0
Darius Miles,19,81,9.4,5.9,1.2,1.7,0.072,0.173,0.191,0.518,0.08,0
Todd MacCulloch,25,63,4.1,2.7,0.2,0.1,0.135,0.182,0.181,0.607,0.03,0
Tim James,24,30,1.5,1.2,0.3,0.2,0.099,0.11,0.154,0.387,0.065,0
Stromile Swift,21,80,4.9,3.6,0.4,-5.1,0.099,0.154,0.165,0.487,0.035,0
Steve Francis,24,80,19.9,6.9,6.5,2.6,0.071,0.129,0.241,0.563,0.278,1
Trajan Langdon,25,65,6.0,1.4,1.2,-2.4,0.013,0.081,0.161,0.561,0.119,0
William Avery,21,55,2.8,0.5,1.4,-6.1,0.013,0.057,0.2,0.482,0.286,0
Wang Zhi-zhi,23,5,4.8,1.4,0.0,-38.0,0.029,0.176,0.285,0.513,0.0,0
Wally Szczerbiak,24,82,14.0,5.5,3.2,4.7,0.053,0.125,0.182,0.566,0.141,1
Vonteego Cummings,25,66,7.3,2.1,3.4,-14.9,0.03,0.073,0.183,0.425,0.253,0
Richard Hamilton,23,78,18.1,3.1,2.9,-7.2,0.034,0.076,0.281,0.508,0.172,1
Quincy Lewis,24,35,3.5,1.3,0.5,6.1,0.046,0.1,0.172,0.469,0.077,0
Quentin Richardson,21,76,8.1,3.4,0.8,-5.6,0.088,0.127,0.218,0.516,0.082,0
Soumaila Samake,23,34,1.4,1.6,0.0,-9.0,0.104,0.161,0.123,0.393,0.008,0
Rodney Buford,23,47,5.3,1.6,0.4,-0.3,0.031,0.117,0.224,0.489,0.055,0
Shawn Marion,23,79,17.3,10.7,2.0,4.8,0.086,0.254,0.222,0.532,0.102,1
Scott Padgett,25,27,2.1,1.4,0.2,-2.9,0.178,0.192,0.214,0.541,0.076,0
Quentin Richardson,22,81,13.3,4.1,1.6,1.3,0.06,0.116,0.232,0.534,0.105,0
Primoz Brezec,22,22,2.0,1.3,0.3,-7.0,0.1,0.083,0.125,0.538,0.065,0
Rodney White,22,16,3.5,1.1,0.8,6.6,0.02,0.137,0.287,0.423,0.138,0
Ruben Boumtje-Boumtje,24,33,1.2,1.7,0.1,-12.8,0.094,0.165,0.11,0.453,0.028,0
Richard Jefferson,22,79,9.4,3.7,1.8,2.7,0.049,0.125,0.193,0.524,0.125,0
Pau Gasol,21,82,17.6,8.9,2.7,-6.2,0.089,0.182,0.226,0.566,0.133,1
Michael Redd,22,67,11.4,3.3,1.4,2.0,0.065,0.115,0.235,0.581,0.116,1
Michael Bradley,23,26,1.2,0.9,0.1,-23.1,0.071,0.175,0.133,0.526,0.042,0
Mateen Cleaves,24,32,2.2,0.3,0.8,-11.1,0.007,0.043,0.262,0.486,0.253,0
Olumide Oyedeji,21,36,1.5,2.2,0.1,5.0,0.144,0.245,0.13,0.562,0.026,0
Morris Peterson,24,63,14.0,3.5,2.4,-0.7,0.05,0.079,0.21,0.524,0.131,0
Mike Miller,22,63,15.2,4.3,3.1,3.6,0.026,0.117,0.209,0.542,0.149,0
Troy Murphy,22,82,5.9,3.9,0.9,-8.2,0.075,0.181,0.172,0.488,0.08,0
Trenton Hassell,23,78,8.7,3.3,2.2,-10.3,0.033,0.103,0.161,0.502,0.13,0
Tyson Chandler,19,71,6.1,4.8,0.8,-7.1,0.097,0.186,0.164,0.543,0.063,1
Tony Parker,20,77,9.2,2.6,4.3,5.8,0.017,0.082,0.177,0.497,0.237,1
Zach Randolph,20,41,2.8,1.7,0.3,-3.7,0.144,0.193,0.253,0.479,0.103,1
Will Solomon,23,62,5.2,1.1,1.5,-6.8,0.014,0.07,0.215,0.442,0.189,0
Vladimir Radmanovic,21,61,6.7,3.8,1.3,3.3,0.044,0.175,0.172,0.528,0.1,0
Shane Battier,23,78,14.4,5.4,2.8,-5.6,0.064,0.086,0.181,0.518,0.116,0
Samuel Dalembert,22,34,1.5,2.0,0.1,-4.5,0.153,0.285,0.172,0.44,0.047,0
Speedy Claxton,24,67,7.2,2.4,3.0,-1.5,0.034,0.086,0.181,0.469,0.227,0
Terence Morris,23,68,3.8,3.1,0.9,-11.0,0.076,0.14,0.142,0.423,0.096,0
Stromile Swift,22,68,11.8,6.3,0.7,-9.1,0.103,0.158,0.219,0.539,0.052,0
Steven Hunter,20,53,3.6,1.8,0.1,-7.1,0.082,0.112,0.176,0.502,0.016,0
Mark Madsen,26,59,2.8,2.7,0.7,5.7,0.143,0.137,0.129,0.492,0.096,0
Gilbert Arenas,20,47,10.9,2.8,3.7,-6.5,0.036,0.083,0.197,0.562,0.241,1
Gerald Wallace,19,54,3.2,1.6,0.5,1.6,0.112,0.086,0.205,0.443,0.094,1
Etan Thomas,24,47,4.3,3.9,0.1,-0.1,0.104,0.23,0.154,0.553,0.015,0
Jake Voskuhl,24,59,5.0,4.2,0.3,-4.2,0.127,0.193,0.144,0.614,0.031,0
Jake Tsakalidis,23,67,7.3,5.6,0.3,1.1,0.09,0.171,0.156,0.522,0.022,0
Jabari Smith,25,23,3.2,1.2,0.5,4.7,0.048,0.106,0.191,0.474,0.095,0
Hedo Turkoglu,23,80,10.1,4.5,2.0,10.7,0.035,0.163,0.193,0.514,0.126,0
Hanno Mottola,25,82,4.8,3.3,0.6,-5.7,0.069,0.161,0.163,0.474,0.06,0
Jamaal Magloire,24,82,8.5,5.6,0.4,3.7,0.116,0.221,0.199,0.623,0.035,1
Ernest Brown,23,3,1.0,2.0,0.0,-62.2,0.05,0.294,0.229,0.193,0.0,0
Donnell Harvey,21,47,5.7,4.8,0.8,-0.9,0.109,0.206,0.154,0.526,0.073,0
Desmond Mason,24,75,12.4,4.7,1.4,5.4,0.046,0.124,0.188,0.533,0.068,0
Earl Watson,23,64,3.6,1.3,2.0,3.8,0.041,0.067,0.139,0.507,0.196,0
Erick Barkley,24,19,3.1,0.9,1.8,1.2,0.026,0.067,0.175,0.401,0.238,0
Eduardo Najera,25,62,6.5,5.5,0.6,12.1,0.123,0.159,0.132,0.548,0.039,0
Eddy Curry,19,72,6.7,3.8,0.3,-11.1,0.113,0.162,0.207,0.54,0.039,0
Eddie House,24,64,8.0,1.7,1.9,-3.3,0.016,0.092,0.239,0.471,0.186,0
Eddie Griffin,20,73,8.8,5.7,0.7,-5.2,0.069,0.175,0.183,0.456,0.049,0
Jamaal Tinsley,24,80,9.4,3.7,8.1,0.7,0.036,0.099,0.202,0.446,0.409,0
Kwame Brown,20,57,4.5,3.5,0.8,-4.6,0.089,0.198,0.184,0.45,0.09,0
Kirk Haston,23,15,1.7,1.3,0.3,-9.3,0.072,0.188,0.249,0.306,0.114,0
Keyon Dooling,22,14,4.1,0.2,0.9,10.4,0.0,0.02,0.199,0.466,0.119,0
Kenyon Martin,24,73,14.9,5.3,2.6,6.2,0.051,0.122,0.222,0.503,0.123,1
Kenny Satterfield,21,36,5.3,1.4,3.0,-5.0,0.032,0.084,0.218,0.431,0.335,0
Marcus Fizer,23,76,12.3,5.6,1.6,-8.2,0.075,0.187,0.26,0.482,0.116,0
Mamadou N'diaye,27,5,4.0,2.2,0.0,-3.1,0.113,0.122,0.149,0.694,0.0,0
Loren Woods,24,60,1.8,2.0,0.4,-4.1,0.098,0.168,0.139,0.449,0.063,0
Lavor Postell,24,23,4.0,0.7,0.2,4.2,0.013,0.089,0.298,0.456,0.062,0
Kedrick Brown,21,29,2.2,1.7,0.5,-0.2,0.046,0.168,0.159,0.4,0.102,0
Jamal Crawford,22,23,9.3,1.5,2.4,-11.6,0.012,0.072,0.219,0.555,0.204,0
Jeff Trepagnier,22,12,1.5,1.0,1.0,3.6,0.046,0.127,0.203,0.345,0.255,0
Jason Richardson,21,80,14.4,4.3,3.0,-6.0,0.049,0.089,0.213,0.487,0.149,0
Jason Collins,23,77,4.5,3.9,1.1,3.5,0.107,0.142,0.138,0.5,0.094,0
Jason Collier,24,25,4.2,3.3,0.4,-17.4,0.091,0.166,0.152,0.486,0.042,0
Jarron Collins,23,70,6.4,4.2,0.8,2.4,0.113,0.14,0.152,0.532,0.065,0
Jamison Brewer,21,13,0.3,0.6,0.7,3.8,0.044,0.15,0.083,0.4,0.321,0
Jason Hart,24,10,2.6,1.3,1.2,5.0,0.058,0.123,0.161,0.601,0.231,0
Jerome Moiso,24,15,1.1,1.7,0.3,0.8,0.061,0.3,0.171,0.4,0.085,0
Joseph Forte,21,8,0.8,0.8,0.8,-25.6,0.027,0.143,0.19,0.218,0.273,0
Joel Przybilla,22,71,2.7,4.0,0.3,-2.4,0.082,0.192,0.093,0.523,0.026,0
Joe Johnson,21,77,7.5,3.3,2.3,-0.4,0.042,0.106,0.162,0.478,0.151,1
Jeryl Sasser,23,7,1.4,1.0,0.3,-26.5,0.1,0.133,0.232,0.309,0.087,0
Chris Mihm,22,74,7.7,5.3,0.3,-7.7,0.093,0.175,0.196,0.47,0.025,0
Brandon Armstrong,22,35,1.8,0.5,0.2,-8.9,0.051,0.034,0.226,0.358,0.079,0
Brendan Haywood,22,62,5.1,5.2,0.5,-1.3,0.126,0.159,0.126,0.54,0.038,0
Brian Cardinal,25,8,2.1,0.8,0.3,24.5,0.053,0.118,0.154,0.612,0.069,0
Brian Scalabrine,24,28,2.1,1.8,0.8,2.4,0.047,0.171,0.153,0.408,0.113,0
Darius Miles,20,82,9.5,5.5,2.2,-0.1,0.057,0.172,0.185,0.516,0.137,0
DeShawn Stevenson,21,67,4.9,2.0,1.7,-5.6,0.045,0.094,0.184,0.412,0.171,0
DerMarr Johnson,22,72,8.4,3.4,1.1,-1.9,0.038,0.127,0.179,0.513,0.076,0
DeSagana Diop,20,18,1.4,0.9,0.3,-1.4,0.057,0.118,0.182,0.401,0.069,0
Courtney Alexander,25,56,9.8,2.6,1.5,-6.4,0.037,0.094,0.204,0.521,0.114,0
Dalibor Bagaric,21,50,3.7,3.2,0.5,-11.9,0.1,0.201,0.188,0.443,0.059,0
Damone Brown,23,17,1.4,0.2,0.1,-10.1,0.037,0.042,0.229,0.469,0.051,0
Dan Langhi,24,34,3.1,2.0,0.4,-21.4,0.053,0.122,0.146,0.412,0.058,0
Alvin Jones,23,23,1.1,1.6,0.1,-3.8,0.13,0.235,0.144,0.451,0.036,0
Alton Ford,21,53,3.1,2.0,0.1,-8.7,0.085,0.193,0.175,0.573,0.027,0
A.J. Guyton,24,45,5.4,1.0,1.8,-3.8,0.022,0.067,0.221,0.477,0.248,0
Bobby Simmons,22,30,3.7,1.7,0.6,0.5,0.087,0.095,0.166,0.518,0.085,0
Antonis Fotsis,21,28,3.9,2.2,0.4,-6.1,0.088,0.121,0.19,0.479,0.057,0
Melvin Ely,25,52,4.5,3.3,0.3,3.4,0.094,0.154,0.153,0.54,0.03,0
Mehmet Okur,24,72,6.9,4.7,1.0,4.3,0.099,0.194,0.19,0.514,0.094,1
Michael Bradley,24,67,5.0,6.1,1.0,-8.9,0.136,0.233,0.146,0.492,0.083,0
Mike Dunleavy,22,82,5.7,2.6,1.3,2.5,0.055,0.123,0.176,0.505,0.125,0
Nene,20,80,10.5,6.1,1.9,-7.0,0.108,0.156,0.191,0.545,0.119,0
Nikoloz Tskitishvili,20,81,3.9,2.2,1.1,-9.8,0.053,0.107,0.167,0.374,0.113,0
Pau Gasol,22,82,19.0,8.8,2.8,-2.6,0.074,0.197,0.239,0.57,0.131,1
Marcus Haislip,22,39,4.1,1.4,0.2,-3.8,0.054,0.087,0.199,0.474,0.036,0
Kenny Satterfield,22,39,3.4,1.1,1.7,-10.4,0.034,0.073,0.209,0.34,0.256,0
Ken Johnson,25,16,2.0,2.0,0.0,-5.9,0.031,0.187,0.139,0.404,0.0,0
Kedrick Brown,22,51,2.8,2.7,0.4,-3.9,0.072,0.162,0.147,0.392,0.052,0
Kareem Rush,22,76,3.0,1.2,0.9,-3.5,0.033,0.088,0.162,0.447,0.119,0
Juan Dixon,24,42,6.4,1.7,1.0,-2.4,0.024,0.108,0.238,0.464,0.118,0
Joseph Forte,22,17,1.4,0.6,0.6,-5.8,0.049,0.1,0.262,0.319,0.256,0
Loren Woods,25,38,2.1,2.5,0.5,0.9,0.087,0.191,0.141,0.455,0.078,0
Lonny Baxter,24,55,4.8,3.0,0.3,-4.0,0.103,0.159,0.189,0.521,0.04,0
Kwame Brown,21,80,7.4,5.3,0.7,-2.6,0.085,0.197,0.189,0.496,0.057,0
Kirk Haston,24,12,0.5,0.6,0.3,-23.0,0.0,0.159,0.199,0.16,0.097,0
Sean Lampley,23,35,4.8,2.4,0.9,-3.3,0.061,0.132,0.182,0.512,0.12,0
Shane Battier,24,78,9.7,4.4,1.3,-2.2,0.059,0.098,0.131,0.597,0.067,0
Ryan Humphrey,23,48,1.9,2.1,0.2,-5.6,0.08,0.164,0.159,0.339,0.043,0
Rasual Butler,24,72,7.5,2.6,1.3,-8.0,0.021,0.118,0.215,0.437,0.116,0
Richard Jefferson,23,80,15.5,6.4,2.5,6.4,0.06,0.143,0.197,0.563,0.119,0
Robert Archibald,23,12,1.6,1.4,0.3,-7.2,0.088,0.162,0.225,0.34,0.071,0
Rodney White,23,72,9.0,3.0,1.7,-11.3,0.03,0.127,0.24,0.469,0.156,0
Roger Mason Jr.,22,17,1.8,0.7,0.7,-6.2,0.02,0.093,0.148,0.471,0.164,0
Ruben Boumtje-Boumtje,25,2,0.0,0.5,0.5,27.3,0.25,0.0,0.104,0.0,0.333,0
Qyntel Woods,22,53,2.4,1.0,0.2,-8.6,0.051,0.146,0.208,0.505,0.064,0
Troy Murphy,23,79,11.7,10.2,1.3,-2.7,0.097,0.24,0.166,0.526,0.066,0
Tyson Chandler,20,75,9.2,6.9,1.0,-8.6,0.105,0.203,0.182,0.565,0.068,1
Vincent Yarbrough,22,59,6.9,2.7,2.2,-7.6,0.029,0.115,0.174,0.446,0.16,0
Vladimir Radmanovic,22,72,10.1,4.5,1.3,4.7,0.046,0.151,0.199,0.508,0.086,0
Yao Ming,22,82,13.5,8.2,1.7,2.2,0.099,0.223,0.222,0.57,0.104,1
Zach Randolph,21,77,8.4,4.5,0.5,-4.0,0.124,0.196,0.228,0.555,0.058,1
Trenton Hassell,24,82,4.2,3.1,1.8,-10.2,0.02,0.117,0.112,0.411,0.118,0
Steven Hunter,21,33,3.9,2.8,0.2,3.1,0.097,0.125,0.139,0.531,0.022,0
Tamar Slay,23,36,2.6,0.9,0.4,-0.8,0.033,0.101,0.213,0.428,0.086,0
Tayshaun Prince,23,42,3.3,1.1,0.6,-3.8,0.013,0.108,0.164,0.546,0.104,0
Terence Morris,24,49,3.7,2.6,0.5,-4.3,0.074,0.157,0.154,0.5,0.068,0
Tito Maddox,22,9,1.2,0.8,0.6,-5.3,0.031,0.162,0.237,0.354,0.217,0
Tony Parker,21,82,15.5,2.6,5.3,8.9,0.015,0.071,0.228,0.542,0.268,1
John Salmons,23,64,2.1,0.9,0.7,2.5,0.039,0.102,0.145,0.502,0.153,0
Chris Jefferies,23,51,3.9,1.2,0.4,-7.4,0.025,0.081,0.176,0.463,0.057,0
Casey Jacobsen,22,72,5.1,1.2,1.0,4.3,0.028,0.054,0.166,0.493,0.101,0
Caron Butler,23,78,15.4,5.1,2.7,-7.6,0.053,0.11,0.229,0.502,0.14,1
