PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,FullName,isallstar
22.0,52,3.0,574.0,72,182,0.396,31.0,115.0,0.27,21,26,0.808,15.0,74.0,89.0,22,20.0,5.0,31.0,70,196,,0
23.0,35,0.0,295.0,18,49,0.367,0.0,0.0,0.0,7,14,0.5,20.0,53.0,73.0,16,7.0,11.0,21.0,78,43,,0
23.0,9,0.0,41.0,2,3,0.667,0.0,0.0,0.0,1,4,0.25,3.0,6.0,9.0,0,1.0,1.0,2.0,11,5,,0
23.0,2,0.0,30.0,3,12,0.25,0.0,0.0,0.0,2,2,1.0,3.0,5.0,8.0,1,0.0,0.0,1.0,5,8,,0
24.0,82,55.0,1723.0,206,433,0.476,0.0,2.0,0.0,59,103,0.573,135.0,244.0,379.0,93,21.0,85.0,71.0,262,471,,0
24.0,81,53.0,1499.0,180,418,0.431,64.0,162.0,0.395,52,70,0.743,17.0,103.0,120.0,174,62.0,2.0,109.0,122,476,,0
25.0,40,0.0,346.0,41,91,0.451,10.0,31.0,0.323,8,9,0.889,4.0,26.0,30.0,34,21.0,5.0,15.0,48,100,,0
24.0,6,0.0,64.0,11,15,0.733,0.0,0.0,0.0,1,4,0.25,6.0,11.0,17.0,0,1.0,12.0,7.0,14,23,,0
26.0,11,0.0,59.0,5,17,0.294,0.0,0.0,0.0,2,8,0.25,5.0,15.0,20.0,3,0.0,15.0,10.0,20,12,,0
26.0,33,1.0,311.0,42,113,0.372,1.0,8.0,0.125,34,60,0.567,19.0,18.0,37.0,57,23.0,1.0,32.0,42,119,,0
24.0,34,0.0,331.0,16,45,0.356,0.0,0.0,0.0,8,22,0.364,40.0,41.0,81.0,17,12.0,11.0,12.0,60,40,,0
26.0,72,2.0,848.0,40,91,0.44,0.0,0.0,0.0,20,52,0.385,76.0,128.0,204.0,24,28.0,15.0,42.0,115,100,,0
26.0,27,6.0,182.0,21,55,0.382,4.0,9.0,0.444,8,16,0.5,13.0,22.0,35.0,6,2.0,4.0,7.0,18,54,,0
27.0,42,35.0,1274.0,131,263,0.498,1.0,7.0,0.143,75,88,0.852,80.0,142.0,222.0,45,38.0,20.0,49.0,117,338,,0
23.0,59,0.0,630.0,113,275,0.411,1.0,22.0,0.045,66,76,0.868,36.0,34.0,70.0,27,20.0,7.0,46.0,67,293,,0
24.0,77,25.0,1589.0,270,620,0.435,26.0,93.0,0.28,207,246,0.841,87.0,72.0,159.0,62,72.0,11.0,103.0,204,773,,0
23.0,1,0.0,4.0,0,2,0.0,0.0,1.0,0.0,2,2,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,2,,0
25.0,1,0.0,8.0,3,5,0.6,0.0,1.0,0.0,2,2,1.0,0.0,1.0,1.0,1,0.0,0.0,1.0,0,8,,0
24.0,23,0.0,93.0,9,36,0.25,1.0,12.0,0.083,2,2,1.0,2.0,15.0,17.0,5,3.0,0.0,5.0,6,21,,0
25.0,9,0.0,32.0,4,11,0.364,0.0,4.0,0.0,1,2,0.5,3.0,6.0,9.0,3,2.0,0.0,3.0,1,9,,0
23.0,3,0.0,14.0,1,8,0.125,0.0,3.0,0.0,0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,2.0,0,2,,0
23.0,11,0.0,30.0,5,15,0.333,3.0,10.0,0.3,0,0,0.0,0.0,4.0,4.0,1,0.0,3.0,2.0,4,13,,0
23.0,75,28.0,1249.0,256,486,0.527,0.0,0.0,0.0,75,94,0.798,69.0,189.0,258.0,44,24.0,32.0,79.0,133,587,,0
24.0,76,5.0,1174.0,180,420,0.429,28.0,89.0,0.315,47,57,0.825,53.0,202.0,255.0,25,18.0,23.0,51.0,150,435,,0
28.0,3,0.0,36.0,3,9,0.333,0.0,1.0,0.0,7,7,1.0,1.0,3.0,4.0,1,0.0,1.0,0.0,1,13,,0
28.0,1,0.0,6.0,1,3,0.333,0.0,1.0,0.0,0,0,0.0,0.0,1.0,1.0,0,1.0,0.0,1.0,0,2,,0
24.0,63,27.0,1085.0,137,297,0.461,0.0,0.0,,63,108,0.583,92.0,203.0,295.0,61,17.0,82.0,56.0,190,337,,0
25.0,81,12.0,1515.0,174,355,0.49,1.0,1.0,1.0,77,140,0.55,157.0,247.0,404.0,115,24.0,111.0,66.0,287,426,,0
20.0,24,0.0,261.0,27,67,0.403,7.0,26.0,0.269,16,30,0.533,7.0,26.0,33.0,40,15.0,0.0,26.0,21,77,,0
21.0,57,7.0,914.0,81,237,0.342,40.0,140.0,0.286,24,36,0.667,18.0,80.0,98.0,132,31.0,7.0,86.0,59,226,,0
23.0,20,0.0,109.0,14,39,0.359,0.0,0.0,0.0,11,16,0.688,8.0,18.0,26.0,5,3.0,1.0,7.0,15,39,,0
20.0,42,1.0,397.0,50,104,0.481,24.0,59.0,0.407,12,15,0.8,14.0,51.0,65.0,10,8.0,4.0,7.0,29,136,,0
21.0,41,1.0,698.0,96,186,0.516,37.0,80.0,0.463,41,65,0.631,56.0,91.0,147.0,17,16.0,13.0,23.0,79,270,,0
23.0,74,31.0,1534.0,177,367,0.482,0.0,1.0,0.0,134,194,0.691,174.0,242.0,416.0,84,68.0,64.0,89.0,173,488,,0
24.0,80,55.0,1938.0,207,372,0.556,0.0,1.0,0.0,123,182,0.676,244.0,362.0,606.0,106,49.0,110.0,82.0,238,537,,0
25.0,81,38.0,1894.0,241,601,0.401,25.0,97.0,0.258,170,222,0.766,69.0,317.0,386.0,122,37.0,34.0,135.0,208,677,,0
26.0,82,43.0,2239.0,383,831,0.461,93.0,238.0,0.391,204,242,0.843,89.0,411.0,500.0,117,40.0,52.0,120.0,252,1063,,0
